MessageId,ChatId,Order,Read,Edited
UFDH,IkHdj,76,False,True
JkwFbXUj,xKFCV,32,False,True
iee,UMHqbaFVnM,73,False,True
FJJv,kPGoQbfrS,2,False,False
KsnDRoNXWq,MasHYqLwP,82,True,False
KLXTCQ,KSq,88,False,True
DaSsHtguW,HBU,56,False,True
LyDgZAz,sJyBPPH,52,False,False
eBteRjEDNP,WKesFR,86,False,False
MUziJlMWpj,uHKDnQRI,33,False,False
YEaQgPh,blaAg,21,True,False
STnEf,TZJpDLZkld,36,False,False
sERnEHZWUU,EncWgOe,81,True,False
keHuOUseSu,buFecR,86,False,False
RJSZLQXO,HUy,3,False,False
fYCDHLR,lHZphH,33,True,True
cIlu,YHepfTxtX,35,False,True
Otlp,KmQWg,45,False,True
MiqzzYOH,wnMXgyQ,97,True,False
liEIy,arrw,97,False,False
UTkai,gnVEttBb,11,False,True
XDbiRR,kje,58,True,True
MiqzzYOH,sbDr,55,False,True
mTGnL,SwiSGxtS,41,False,False
oZGqkfS,XgibSbO,38,True,False
HrjrzgXF,thysnPbrGo,19,True,False
lshu,KgMSn,4,False,True
dOpTmlGCa,rTb,83,False,False
ZMfBQSzd,Lo,68,False,True
ayD,oE,34,False,True
VCKVUn,ilRuZ,67,False,True
jdSQQSo,cNYg,45,False,True
ykgzRhKhNz,AuNInm,98,False,False
xhCTWo,yus,26,False,True
pw,oOb,33,False,True
cvgVCspNWT,IovS,22,False,True
YtSPJD,AnmgvO,33,True,True
VrVnAF,MRXQKAi,22,False,True
OaeDSrygyV,uQpjH,8,False,True
IwRwRvcV,hONOyHofP,24,False,False
qXdQJqXl,ZKoryZV,87,False,False
aX,aehux,22,True,True
zrDfqYXllw,LpAdPBx,82,False,False
oC,ia,99,False,True
qZ,OmZQo,24,True,False
CUXrVrR,dPLRLHUpu,49,True,False
LdVmzUYtC,UdBkwggip,79,True,True
QsMPMuplO,IEdzcxdqM,57,True,True
UFDH,KiipLGyR,12,False,False
KRKyNb,mPV,84,False,False
iOetgsmy,czQEvRhb,2,True,True
TQQ,hKqkyH,56,False,True
jSyXdiV,MmhsA,72,False,True
Fzom,AhN,4,True,False
CAPyO,dcRgCBUZCm,22,False,True
YCcPHxV,HGbKC,73,True,False
zIUtzP,bBcorn,46,True,True
mAXfrdGr,JVFnzpe,24,False,False
EMcg,VeG,21,False,False
LIs,jQsTu,100,True,False
kAd,PHmrLmibAY,34,False,True
ACNhY,YKb,48,False,False
JQQJU,qMQnu,23,False,False
KuSJYt,BdkVGBPr,46,True,False
pplot,ExuBJa,93,True,False
FPtq,XUGqpLqu,1,True,True
RYy,AgZEuqKAO,27,False,True
XAKRHBlGRW,ygqm,21,True,True
xLszvcBc,skwukpzi,98,False,False
MneGpFbCz,ZwOvIz,59,True,True
IySkcHznzS,WSoRszAhrZ,79,True,False
Apk,fbsAROKcyQ,38,True,True
obUjRyvWIM,GdlDbts,29,False,True
khZvwJ,jlZxkXvKt,31,False,False
cZgrnOGfe,JBSr,76,False,False
ErnPdd,jCotuLuyZd,47,False,False
NTG,iJECpEGQ,48,False,False
OhtWoroGO,ZelROlLP,63,True,False
icGOa,TtNvbSElgF,47,False,False
kaZbyPsx,MzMTWiDyHG,26,False,True
cVesuWmt,who,57,True,False
RCrz,wrPADPNiXz,92,True,True
gNN,BUQODnmKyM,2,True,False
aSnTLhnF,UHoUh,16,False,False
nciUd,eKMobG,79,True,True
ZkMphRid,sTdGmV,85,False,False
vHSjMPJ,dxRhDMMUM,6,False,False
WVvCtWTBa,IBv,66,False,True
pf,ElpjURi,40,True,False
zndaglAkU,wnp,79,False,True
iSWtLat,wuECArHOCt,42,True,False
ckVax,UZGEtE,27,False,False
xWihhoUP,DSPITHm,51,True,False
VrMQRHxR,CVEPLcuys,52,True,False
yZqjtLynyb,lAUm,92,True,True
FjyVudj,UeKBNtLsn,46,False,True
Ejjqos,XneLq,84,False,True
PPiS,ITe,98,True,True
LlQOcPGIO,ZPwj,11,False,False
RUApQJ,czyqe,55,True,False
oLBNgI,IovS,67,False,True
OPURPRjm,oKG,11,False,True
NkvpkD,gFOvU,55,True,False
DlQdzBC,SCc,71,True,True
ywyXU,FnTPChSfX,40,True,True
zeZ,be,26,False,False
hJCDag,wnMXgyQ,69,True,False
PdMBfFFy,zWtyG,38,True,True
pOjoUBA,jqCIsD,97,True,True
OxONM,XcSl,96,True,True
MhunKghlm,pZKGFxXn,33,False,False
dqpgf,yZCeXXdu,9,False,False
BmvmpiTZ,IjSswkmTxe,5,False,False
kdiRV,KugR,44,False,True
nofIfaCNu,QrpgeAEBg,86,False,True
YVFpnJE,oDAqvwpVwN,34,True,True
HMNT,RcCWOAULUs,98,True,True
nOJDUPU,hPYgG,60,False,True
mBqKNq,uHii,64,False,True
BLKIexf,ZdYEDMZgy,88,False,False
hhfRJ,UDjCkGt,64,True,False
DAySyDYF,Xw,18,True,False
Nmq,yXFZSHuj,68,True,False
eMdLmclau,iuneDFNcvf,18,True,False
bs,mjSS,59,True,True
tnhHGVMz,IMbZtiyK,50,False,True
MNPqTnnY,uyu,31,True,True
UJxJ,bKD,72,False,False
OpiHeFpN,WLj,97,False,True
dsSDRMUzy,GOMuc,83,False,False
rCDbkZJMXz,ccLVUqu,35,False,False
zujAekeRLM,jDaijz,68,False,True
cp,kje,32,False,False
WNe,aLKlEQ,47,False,False
fNXqa,AGhInNdZc,8,False,False
uXLFnD,nugSEa,57,True,True
LTFbh,ZWDGa,91,True,False
tIlmby,Ch,59,False,True
CzVze,RLjEV,68,False,True
FiHJj,trx,74,True,False
FiHJj,HketzRm,37,True,True
NuBkdfhX,ajXTsYq,5,True,False
CrOxdrr,iylZ,18,False,False
gwCaUfJu,iOFsK,98,False,True
whNFwOw,aUNXsBXKk,60,False,True
Lq,sHiKaL,64,False,True
OuxDsC,IMdspRj,42,True,True
KWEwjslb,xEdFtpz,45,False,False
WokBMJsmQB,LqAwJfviN,32,True,False
oqkRPI,hQzgQq,96,False,True
bXrKatzv,OauqrKVg,88,False,False
MTsYP,ZZi,13,False,True
oSBdRtct,uZQR,8,True,False
msZGaCxIX,MzMTWiDyHG,9,False,False
CTaGPBn,NfomwoBKdN,32,False,True
fhzyoEGiED,DdTC,9,True,True
ByTaVDT,whpRQzxFQ,62,False,True
BSXmixip,vFNhRIqKP,17,True,True
GMNfHsYYR,EQX,83,True,False
nvZHNRe,AxDO,91,True,True
epkqew,sm,66,False,False
Lve,ifnTCOu,28,True,True
zdW,SYvqK,99,True,False
xOCzm,DtJ,47,False,True
vhjxVNuPPl,FBFSdauY,42,False,True
oefiDXXtRY,ZSwsWCnW,2,True,True
ltTGrF,svEGsm,93,False,False
dHu,whh,83,False,False
AgemrGGM,OpB,11,False,False
PiAqwC,Uhip,91,True,False
DXdHsuy,NxxMf,77,True,True
JHfbe,wtUEIulho,88,True,True
kppjXgNoe,uHnNoTURJ,53,True,False
ptlD,PiAz,21,True,True
zLD,vRz,37,False,False
uefiF,yBFhCF,60,False,False
LwSct,YGMssaL,57,True,False
gLmbRmp,erIaHY,25,False,False
HNzk,vXX,18,True,True
uCafuVvOoJ,Qprl,66,False,False
DrmGc,YQgBc,34,True,False
gZD,yCDH,53,False,True
hQKrR,SnaznD,45,False,False
HtZQz,Ubbvp,93,True,True
oEVRSktyv,kpUGx,95,True,False
HihqriwK,nIVcFEZU,45,False,True
ftqsLPDzpm,xvxFVQbgo,39,True,False
ywXfd,TqUXmWOt,87,False,True
NPfz,CnbirSjw,65,True,True
HpEEXxTXB,CJljxAI,60,True,True
MVuNEVqDYM,jrGydJfegZ,54,False,False
GBpTigf,rpGziwPbpX,17,True,True
yYbIpuzaSk,rBWNbSKLKR,68,True,False
TJZK,UBSvatk,100,False,True
bBGfpg,Xxqw,88,True,False
oDbTyTa,gbfIcDhsBW,97,False,False
ZOKw,eQNcJKDWvO,34,True,False
SRxK,Ls,79,False,False
VeDQHGaa,RmDaWpHYJ,76,False,True
rxlahfXFB,FaSdABZ,74,False,False
zgNK,VOtex,79,False,True
eGFM,jseGHCLOT,21,False,True
SlPINqD,uVLvoWxoH,3,False,False
ulQcuEWp,wSFzrT,91,False,True
BxFidt,VGaLvmfF,1,True,False
BRuOg,EgztlQhzV,77,False,True
MAmZfW,Of,15,False,True
bGcFXPlC,cuCyHNInDt,88,True,True
FGJwMYszXN,ZsxUUQ,40,False,True
GoqdXMgIp,RqLfqdNZN,81,False,True
aznSnQOSyW,zrIoqW,47,True,False
dfppbPD,qRHLdEG,7,False,False
trd,ZbQxJBJpD,14,True,False
LAUewqZ,KiipLGyR,1,False,True
nbFMURWal,KkAMAYgD,92,True,False
dievVb,WEeAdEQbbU,28,True,True
DqxBVBSvNY,CMFQqt,24,True,True
qAWjOrr,fV,49,True,False
WUq,VZwxQvWN,66,True,False
AHPrxUvOH,mOc,75,True,False
oURfuS,Yij,21,False,True
vyjDJQwyt,vVsQQ,53,True,True
BKE,wGlTXFNs,45,True,True
SkojJ,FQM,9,False,True
GYJkimlzwI,yliTMoSI,24,False,False
oYoVrt,NdgIpbYMO,69,False,False
Dph,Zpni,93,True,False
LnOdJfML,XSyeff,5,False,True
LmsQtu,FQM,94,True,True
ySbphsUJ,lsn,36,False,False
KFKpjOwcdw,Tj,78,False,True
KyaeZ,gyM,33,False,True
MSezbFr,uWGqbm,87,True,True
wzPkTZr,RfpQmQX,10,True,False
XqxXXzN,BusHN,15,False,True
xbWbJ,vVsQQ,82,True,False
kYcqxqnZ,OIclunqFuL,57,False,False
wkUqzqq,osvpkyJ,41,False,True
BACbP,yMACt,36,True,True
uipodq,SPP,82,False,False
KRikmVnO,ruaflPbRS,20,False,True
DQnUSOLL,uYnm,99,True,False
cYbZSLrRo,delHCk,44,False,True
VUtKC,GFA,73,False,True
PiRrdVWXQ,yrejIcVoQa,87,False,False
mr,rYL,76,True,True
XiK,RXiQSLdd,14,False,False
ZjuHMV,rQtiWvON,48,False,False
lzJTdbe,hsXZCAX,62,False,True
HOYn,dqJlXgG,85,True,False
rs,gxqdEwDjVq,4,False,False
aTcxSkuX,gwKmx,76,False,False
CUXrVrR,TBuY,82,False,True
vnFbrzc,CypFWjk,16,False,False
dHqUWltCY,IJc,38,True,True
CaYrc,Ebl,24,True,False
VqJNIFN,aKYOCVQR,93,True,False
QfuZq,aEYlkjf,51,True,False
IXppz,yqCdMws,40,False,True
HHomatnh,MSktd,53,True,True
OaKTrow,uWGqbm,28,False,True
VyH,Ab,76,True,True
OYzTf,QkPvclnM,65,True,False
gdp,yMjOjT,95,False,True
XZL,RKxoGu,64,True,False
VCjETNezz,kauTWMbG,38,False,True
QEGrdNu,dQCaDcRcr,6,True,False
oHKpGHhx,aV,7,False,True
FcC,HketzRm,92,False,True
zYEbMQ,VKiiuhy,22,True,False
GRvpiYfs,OffdH,72,False,True
Sk,HtfzG,99,True,True
jmGGQ,pjGC,47,False,True
MvgxNSQXBe,nx,29,True,False
aDjVSmWb,plELqv,96,False,False
NPfz,RtuGNwUj,47,False,True
KalWthUWXt,Cjtc,50,True,False
ecmaxWl,APRl,77,True,False
fkmxVh,cAp,66,True,True
xfESc,Ll,75,True,False
AupZl,RVjjRNAu,63,True,True
syEWsqB,zWaMVnYZOx,88,True,False
pFTsEyFnr,JybKk,43,True,False
hM,axbCwXTIZ,35,False,False
DFcF,uCgk,60,True,True
fayklv,WTQRngo,33,True,True
HHomatnh,kjnlqXGeF,78,False,True
vkxcyQJOy,GXT,80,False,True
rUbfGjSdSf,PbOtu,35,False,False
NkXeh,KqGJc,64,False,False
ygnpZmOgIY,Sxfgsg,1,True,False
qDhuwz,Mb,8,False,False
svoJiT,MTPIaKvx,5,False,False
BTFl,vXnigGsYi,10,False,False
KdJMaF,bDUqQZ,71,False,False
fD,lsKzoDMBFW,35,False,True
hUPg,MA,39,False,True
NBqriE,EcOfVmBPD,23,True,True
tedr,inddVgOep,89,True,True
UDE,erzLCEiesY,35,True,True
Lbv,mATTsozG,55,True,True
IasbGvDd,ocPgpU,19,False,True
AavgLhQ,gCnU,6,False,False
sBehbt,PdLaAH,71,False,True
SkkG,QjcQZ,65,True,True
dJw,VVY,23,False,True
kaZbyPsx,We,25,True,False
efDSCKM,QbLaf,40,False,True
jzT,UjkqSYqLw,81,True,False
OsEdj,DjLUZnn,28,True,True
zTttJf,PQcXOs,7,False,False
qs,Kfvop,30,False,True
aEp,uivudBfj,14,True,True
YEPgqltaKy,eLtKx,73,True,False
GzGGZze,gwa,75,True,True
HXPdXFHiXU,FYHkfGtmB,97,True,True
Jr,vBTagOdi,34,False,True
gb,GRUAqjpUDU,73,True,True
yOncp,xQO,82,True,False
XrtykV,VUFMQXBVK,72,True,False
hQxOhlJaL,TueQHTJtgv,91,False,True
xXUu,rlFcvZ,51,False,False
gFyvGAuQko,ExuBJa,3,False,False
RJSZLQXO,Fo,5,False,True
rw,JzUN,75,False,True
CpdTLiTtA,eKXGl,13,True,True
JweI,xRmyvj,40,False,True
euLm,aocn,66,False,False
MzkPnSVHU,vrQ,44,False,False
xHDJW,WmK,85,False,True
MAQVvBSG,isbuEH,8,True,False
jbklFCx,BMNjD,8,True,False
SIc,eMv,89,True,False
bkG,Fruz,41,False,True
OPURPRjm,TkNCdXm,56,False,True
maZtJ,NCRXHfH,1,True,True
rKkamY,PQesgQeMyk,12,False,True
DCiDgoS,waAzv,54,False,True
FcC,XY,81,True,False
ZWVoya,NGCWGIk,75,True,False
uqqoFEZdX,jGOXWdBEyR,17,False,True
PXNTLoq,KSq,73,True,True
cja,qM,13,True,False
HzyV,PFiYTsI,67,True,False
uYmb,UlZZuv,44,False,False
ecmaxWl,prTotk,9,True,False
pnKWg,MlxjyCEv,87,True,False
NwsURiZk,bFSHl,23,False,True
DjdnZviW,XUGqpLqu,37,True,False
naVkLQ,NYEDjdHrg,49,False,True
ausGPRG,VOxOhyyVaX,94,False,True
sH,nLmYuETUqW,57,False,True
oYGGUhd,WITjbid,7,True,False
JQMiCa,OmXPZnnI,81,True,False
aUB,KgXKwQt,26,True,False
CGNfmjoD,dCJoX,17,True,True
LNcOliEs,SxzrgwkVv,13,False,True
ayJyHC,GeDsjJVO,72,True,False
rbmsj,NqStflMUQP,75,False,False
DKNyT,ZUmVFACwi,2,False,False
XZL,guDRY,91,True,False
BedjlU,gF,25,True,True
YtBE,GmBjGuR,45,False,True
ScbcooYGbV,SbNCQTh,76,False,False
xutxYqqZff,IJH,76,True,False
JAeeW,sGAQAMuD,64,True,True
mGrpiV,sbDr,44,True,False
OYIhBJss,brlHN,50,False,True
wpYPoLZt,abbNGPjOOT,19,False,False
gkORscvlp,kcZcB,97,True,False
yPWwESaNo,MTPIaKvx,66,True,False
rJXEgVmxs,uDz,70,False,False
SOSTtegA,AkZgr,93,False,False
uOpUF,edaw,22,False,False
krVFZ,WzeQyK,97,True,True
yXxnlDy,ROHQyrFSA,42,False,False
xYIUrAvMTM,iKzlf,43,True,False
keF,CJlyn,36,False,False
WkG,DVGSKhzzH,3,False,True
OWyrNb,RbJIFkfz,85,False,True
aFAfV,dQCaDcRcr,55,True,False
hk,ZqMxqOZXF,3,False,False
WdNEyw,LJqPjDQW,69,True,False
DTSfms,PHu,34,False,True
aVWoatD,xfT,68,True,False
nMoL,UC,16,True,True
eMNLx,keXV,69,False,False
uACPnNeXR,Euufv,70,False,True
orrgfsxsI,WeHB,100,False,False
qkUCASK,SsJvbmznUb,76,True,True
UCBzaIWa,BbSVUY,47,False,False
CDLcPes,gwa,34,False,False
mrIKHDTn,wenteeHXh,81,True,True
vYdkeDFal,gxNLrTnemr,74,False,True
cgvpHRa,cieBBvwUvg,16,True,True
quZ,aOIJ,82,False,False
AChcUPbFC,HxyCEh,22,True,False
jBUKSJ,uuCfySjm,3,True,False
lMTJLITb,RraElRy,36,True,False
JdzxrmHy,RKjlESpmUq,98,True,False
PtBdxX,wXPtjRnMT,58,True,True
RUUKIK,OYvLxX,59,False,True
Gi,tAwwZ,54,True,True
XqvLEzEU,wgrOOEM,70,False,True
WfnIQNY,AE,1,False,True
CUCbEdn,viyhUJ,47,False,False
NDYNEcAieK,wt,92,False,False
xx,RSxYt,92,False,True
AzTTNYJEhO,xlD,44,False,True
bOta,CwI,24,False,True
lQEOX,YjokKPhOZm,28,False,False
Gulb,OvMuNWW,30,False,False
iZEoCNIpu,JXv,75,False,True
FGopP,eMCOHT,19,False,True
pOSKydzUK,VtSVJLsxbd,71,False,False
lCdicolTop,bWcp,98,False,False
oSRdws,jQj,82,False,True
rJXEgVmxs,huIwNchHNL,15,True,False
uzpwr,AyaSh,53,True,True
dfXg,aWueYP,78,False,False
XqUu,wCoUAyh,65,True,False
xOqVDb,WRAHFicz,25,True,False
bpvOf,rEcGHL,70,False,False
iBqmrDVGUS,EcmuzOciY,98,True,True
RcGIIbDMf,LdCkQv,33,False,True
CY,KDDmnVhi,43,False,True
ban,dcRgCBUZCm,39,False,False
zEgqJlnWW,MNWsUl,21,True,False
wKya,viZarnXYdG,74,False,True
svoJiT,UcmvEjnG,74,True,True
emMtkRCUN,jrks,2,True,False
EwOyWHjEh,HHZ,58,False,True
lfbPogS,GOMuc,84,True,True
AzTTNYJEhO,dPMCUuJF,31,True,True
GGUIlsDUeG,KvQMbMSM,78,True,False
eoyJ,WWKHWKOxS,23,True,True
ZKXdGnipM,Mrh,23,True,True
ju,dCJoX,16,True,True
RjX,aefY,77,False,False
XGJg,FWci,18,True,True
DuqUyZwqC,NPT,43,False,True
SGlC,ig,67,True,False
LbanocVI,VSeNX,59,True,False
MgOmiaJcg,TzXnG,55,False,False
UDgGUT,usCKXO,48,False,True
Apk,pewoIplvq,25,False,True
mAY,VFpQrMgR,78,True,True
kgdMMZ,KxJgy,40,False,False
PkBDtrK,ebAHBNMl,55,False,False
ryIlAjWJVz,MsJur,95,True,False
xZJbKq,kaBRh,32,True,False
dmgJToWCGX,PxVD,84,False,True
sbLTuyNuYz,lKq,27,True,False
mr,EnxOYVP,33,True,True
tNDcjK,GeHgKSL,91,False,True
bSUWUSgzR,jZSKCkpzuw,12,False,False
ZDEE,uuERLf,56,False,False
YfQJrwhHT,EiecMtrRFW,83,True,False
YOD,GqwUcIUs,29,True,True
MGbWGF,wKpHUxXZ,29,False,False
uLgKXqHu,tiH,100,False,True
LslnpRR,VXe,29,False,True
DwjifFdZ,KXmtUaU,70,False,True
mfBpvKE,HDBDA,57,True,False
oEr,SuNXUxk,72,False,False
gOazVw,eXf,19,False,True
QogCuq,MXm,15,True,False
tFwD,mOc,86,False,True
sY,EiecMtrRFW,83,False,False
GGYnAlMPCL,Ebl,65,False,False
JcWtnf,HyqAw,33,False,True
BexVqNHLQH,RVcnj,20,False,False
XCqTYNzji,MnHzuDiVV,29,False,False
vGjLO,fefRhU,19,False,False
xyMg,yaQs,85,False,False
SKVnSuXMed,sdCSpOuNH,32,True,False
bkMIFF,ZPb,81,False,False
QWtgwT,MFu,30,False,False
BxFidt,WWJ,80,False,True
MRYT,aAbizJPjeZ,40,False,False
UcqFv,oIt,100,False,False
sgFFd,NnQBtRlua,73,False,False
qpFehwEC,WAufRG,56,True,False
FcDX,OQCCJh,28,True,False
CzVze,nTFRhQVF,27,False,True
Sv,uBR,81,False,False
VzAkkb,PwHsDCayP,83,True,False
rcBz,nPjSffZArl,73,True,False
dzwO,RQeVhJbBE,33,True,True
PH,YFD,66,True,True
lzAVDBEyaZ,kOGw,62,False,False
bieKKMzNW,KJpW,60,True,True
FKfk,UPhs,73,True,False
Mvnl,uecf,16,False,True
MOnsJhC,oh,43,True,True
gQrPFUbiQB,JVFnzpe,91,True,True
KJQydOSwZH,Etb,12,True,True
DifnDRFMvo,HMeZKSm,77,True,True
Ogtbp,wZPYDG,8,True,False
tnVzSSwo,GS,34,False,True
XJsGDi,zB,76,True,True
HgF,gM,86,True,False
tw,JvouRSDwX,19,True,True
lPMWnpQYMt,OscoMMSG,33,False,False
tfGtzLW,gjGAQybYoG,54,True,False
vipovlF,cjTlal,41,False,True
owS,xxyXON,43,False,False
nQrb,DE,79,True,True
aHzGPKysUV,RMDpzKBLz,86,True,True
aGTFzaS,cdGEkPtoVg,26,False,False
AXqqmq,SslRr,98,False,True
yOignRzmk,xM,59,True,False
dCtJBK,GFnYyPe,92,True,True
UKcz,aOIJ,24,False,True
FPtq,EQaLVvciJ,37,True,False
WT,IkyJhZUY,61,True,True
fVvf,nq,3,False,False
LJkymJCY,emANC,13,False,False
eN,fgicS,91,False,True
UqtbmQf,nmkdGeA,60,False,False
jMzlpwjc,OfkIwJEQiV,27,False,True
OODPnAYXl,wjjUSDalnU,13,False,False
MBroks,LPsX,11,False,True
CYLPgw,hMFS,59,True,False
aEBMe,ur,93,False,False
mZk,KKqFpec,20,False,False
EC,ybZD,53,False,True
OVCQTUEMQO,eQNcJKDWvO,23,True,False
msNZQ,CApaDgXGT,17,False,False
qdbxc,nDL,42,False,False
lIM,spvVRbmP,78,True,False
HtZQz,KlaIYZrj,70,False,False
BACbP,shlHuY,61,False,False
fUuq,YiIORNfikA,45,False,True
AAej,tQqnjnsUNH,44,False,False
qldBrMFrQd,YERLxPJg,17,False,False
tPaQmk,pWq,84,True,True
wFqvkTXCke,umOdo,92,False,True
ginuuF,lZvEseA,96,False,False
jM,rYZifhY,80,False,False
tgBbsM,ZZlkWjTn,81,False,True
hpmFTkc,NSCyeTMU,59,False,True
fdKGne,gzKTIKSrQt,100,False,True
LkbZ,ONMFInVgY,61,True,True
rs,SsUxxFwwN,56,False,True
mXx,TizBfE,3,True,False
ehLoUJZq,ieNCME,70,True,False
uICTaRv,XGDdv,93,False,True
JbLkhVi,xsJvHhfm,59,False,False
UBuPu,aTeR,44,False,True
Zet,CBdtBF,31,True,False
huaj,cRuwUr,68,False,True
WQdU,xFoV,56,True,True
DpDhKeS,Ti,52,True,True
lNiFs,yy,30,False,False
EwOyWHjEh,oHIb,80,False,False
Shv,nCwxfM,50,False,False
rUpN,frgYWORUy,21,True,False
AbveE,OLtPiT,91,False,False
zFQnoUjUc,koTcBnBmp,59,False,True
XmVGjpj,SilvY,77,False,True
JKFg,HMeZKSm,16,True,False
ftIn,cjTlal,38,True,True
rbnDxGvCxW,FZizAvI,65,True,False
hQJr,QdwubJosL,73,False,True
XbwCRug,uX,12,False,False
DiaE,NCRXHfH,90,True,False
Ve,vV,73,False,False
TQE,olmcx,64,True,False
EmmXNmt,ReRaxl,66,False,False
AGY,rqU,36,False,True
wwn,fkxNDKipfy,48,True,True
FjONrH,vitq,77,False,True
wFoIus,pGujql,9,False,False
kskhWwo,SYdo,82,True,True
lwRDhwctPl,hh,3,False,True
tiJmEtRnO,cbBHjecYf,47,False,False
JJvwrun,leaphfUDVV,30,True,True
ezJ,zmFhm,86,False,True
xjKaxUhuJ,SfKmpQHkA,53,True,False
LdVmzUYtC,whh,28,False,False
IhEGNHdLTM,XGDdv,62,True,True
NTQfDiIxm,VpyATG,87,False,False
rmMl,ubwypsL,86,True,True
jTgha,sEt,62,True,False
QHyYPoIH,AFDaCWbbQ,76,True,False
HeaPsNboz,oONttwqi,78,False,True
dUNOeCqP,FjGxGTlfN,12,True,True
hob,GXFh,44,False,False
YdbISE,zNxXUhpAx,95,False,False
PGKRvM,LYAqEbsx,87,True,False
bAXRnmgS,gzKTIKSrQt,70,True,False
Kjw,PpKrEUBntf,36,True,True
PcBCZpYio,zfmOWNxs,26,True,True
RuCXzsmhc,kauTWMbG,74,True,False
WCvLggOlnZ,NzGzIrOVK,46,False,True
fUOdZ,evXIiFB,87,False,True
THbOVL,lvqHSSdneH,77,True,False
eEfWJJdX,QmTTNZdB,26,False,True
FJPoVdpsN,IJyShYtJw,15,False,True
ygnpZmOgIY,dmA,45,False,True
XYiDe,EHbIFlzWr,11,False,False
zpwP,QznRHmD,4,True,False
wXIGBA,viyhUJ,50,True,True
Mr,yQxlKxmT,21,True,False
GGUIlsDUeG,dzO,28,False,True
BXRVZQ,eqON,85,False,True
JBgSdu,UyUild,86,True,True
akacOCIuj,HDBDA,46,False,True
GOdHFp,PbGMwHPNPo,76,True,False
ARqRuAmwhw,OxpbN,11,False,True
lz,gN,33,True,True
Jf,IqG,23,False,False
XIhG,KMZc,13,True,False
JcVfy,ZSc,26,True,False
kxl,WzeQyK,57,True,True
DUqNJRZBM,dx,37,False,False
jt,KKqFpec,46,True,True
lOYcGpRL,cXt,2,True,False
SNGC,qvUM,81,True,False
tWflQslA,wYgpGIvURv,71,True,True
lpPDv,rxZDdyXD,21,False,False
qPbXuyX,VA,99,True,False
duvFUvDgrT,EIKZqM,8,True,True
Nmq,UAhzop,18,False,False
geKhflg,ySRpV,69,True,True
kDFLxLEtA,NnQBtRlua,98,False,True
SbXISdjaye,SyTLyLiWBE,45,True,False
exyZ,Bdpd,19,True,False
xxjevwlD,kqQ,81,False,True
mKTCm,Nk,28,True,True
exB,QNNWWJXCH,7,False,False
uGM,rLsezfOZm,32,True,True
UWpnmkH,wAGhVk,56,True,False
veZg,EwdJYh,10,True,True
tmGCAfNDa,GTxQhtvmi,71,False,False
Jrqxu,XuqfGxuZa,70,False,False
Il,GfXi,50,False,True
Kbzoepz,MZXvIONMJ,22,False,False
OXEdTnW,sUDkYUelmx,80,True,True
pbXXNee,yR,63,False,True
cFUTGMOmeK,HBmueEhMd,18,True,True
PScymzj,rlUIhlX,63,False,True
FesAKCbuCp,mChuxQuWQF,61,True,False
bKj,AOKMa,82,True,True
hBt,qFNxrYfP,96,True,True
rquJCxEL,MBgKsF,51,False,False
bsDvv,wiwIVgNpy,66,True,True
iGy,pZKGFxXn,9,True,False
RUThFYqud,qIFczEGi,16,True,False
iUEUA,qbS,17,False,False
AADnyfi,oGseoqrx,79,True,False
mqwBfeKD,xz,13,True,True
FRuUgbUIk,vDqzbD,20,False,False
axyYAHnIio,ZHgH,15,True,False
Jb,KugR,83,True,True
JdzxrmHy,ztSCDKDVN,32,False,True
SKcBr,ZBnEijnmn,80,True,True
vbDVbrTb,xxyXON,16,True,False
fuzfCI,TvfRXNLYm,76,False,True
zFfP,UZv,16,False,True
JVkvA,xN,39,True,False
fUqfVhlLg,UcWrCF,11,True,False
ELg,SslRr,66,True,False
BeLa,CwK,89,True,True
lHnLfIxIGf,WItEo,67,False,True
jRo,rAMata,6,True,False
eYsHIQZH,KKkdNQ,7,True,False
vKM,JVFnzpe,97,True,False
KSIEbrJVlN,zGu,54,True,True
qyZvmFudD,OQYV,37,True,True
vUdetawv,jILQKxq,89,True,True
vcsta,NrlLI,8,True,False
Jh,GuPOl,38,True,True
aQbkLW,nMipTE,93,False,True
aEh,TCEe,31,False,True
APsMEUWKBT,rcKjqwrIQ,13,True,True
LLUMZT,YGMssaL,90,True,True
aowWEJVrZ,gZFd,49,True,False
GCzukP,LwPwLNtxHZ,80,False,False
MddjclhK,cr,8,True,True
qqS,SAETM,95,True,True
hdv,Dh,39,True,False
qIzVTgD,LhZcFlmi,43,False,True
kyG,cQGkGn,17,True,True
ulQcuEWp,nsIkSgNKZH,83,False,True
zdDPP,SslRr,92,True,True
ZpOpgKSCc,caUjhbUu,45,False,False
XqxXXzN,zmGsMPRG,43,False,True
IaSyNSk,hNjNKIEjbU,34,False,False
JeaEWTTE,jBmZ,44,False,False
YEaQgPh,lDd,73,True,False
umscM,PVGFaVe,61,True,True
bieKKMzNW,stE,26,False,True
rBnGElyDo,tpe,56,False,True
VTX,coKoVbGmY,41,False,False
mBNctXeS,MzMTWiDyHG,39,False,True
EDHcVjnbS,Qf,80,True,True
DpDhKeS,cwhMsG,3,False,True
GDG,NfPhlWOPZJ,34,False,False
xXUu,zUPpPsgrtt,11,False,True
nlxhNvsmhx,KhmtvDWfYN,6,False,True
IpYKv,AOJWsGwoR,54,True,False
