FollowerTag,FollowedTag,Date,Hour,IsMuted,NotificationsActive
michelle57,nicholas08,2023-03-13,09:14,True,False
angela15,jennifer71,2020-02-16,08:09,False,True
kevingreene,mcdaniellisa,2020-06-04,07:26,False,True
donaldsonvickie,patriciawoodward,2022-11-23,11:10,False,True
umoyer,qpennington,2021-05-03,22:32,False,True
davidlloyd,williamkennedy,2020-05-20,09:27,False,True
morgan86,iberry,2022-10-17,04:19,False,True
bpena,figueroaamy,2021-06-11,19:02,True,False
sarah81,frederickhaney,2020-05-17,00:14,True,False
smithchristopher,sherri06,2021-03-02,20:18,False,True
leachbrandon,awalker,2020-02-23,01:31,True,False
carolynmurphy,wileyjamie,2021-08-17,07:48,True,False
nicholasweaver,amyburns,2020-01-18,12:38,True,False
codypeterson,joshuadavis,2020-12-10,02:44,False,True
brownjames,sreynolds,2020-05-13,11:13,False,True
popecraig,boyerann,2022-07-30,00:34,True,False
garciabeverly,elopez,2020-05-10,12:09,False,True
thomasapril,orios,2020-08-04,01:03,False,True
tsnow,collin21,2022-12-09,23:24,False,True
lyonssteven,jonathanzuniga,2021-11-11,00:02,False,True
smithmary,alexandriataylor,2020-12-15,02:37,False,True
garyparker,angela54,2023-09-02,21:50,False,True
george64,ehughes,2023-06-16,17:32,False,True
marissa41,kreed,2020-01-15,02:23,False,True
stevenwatson,dominique24,2020-05-16,20:29,True,False
tammy51,gutierrezbreanna,2023-11-06,16:05,True,False
christianmaldonado,browncolleen,2024-03-01,23:55,True,False
jacquelinemcgee,bhall,2023-06-14,06:48,False,True
joshua93,jonesbrittany,2024-01-29,12:29,True,False
rking,bgriffin,2023-04-10,17:23,False,True
daughertyerin,lucashoward,2022-08-25,00:47,True,False
lmolina,lindseyking,2023-03-12,17:40,True,False
michellesantiago,chamberswilliam,2024-03-08,22:43,True,False
cvilla,jonesann,2023-01-17,15:52,True,False
nthomas,barbarabarnett,2022-01-19,07:12,False,True
ebrown,bmoore,2023-07-28,15:23,False,True
clairejones,cwilson,2023-01-14,03:08,True,False
kwilliams,smithkelly,2023-01-24,23:40,True,False
dcohen,lisahenry,2021-08-04,11:53,True,False
butlermark,rachaelpatterson,2023-02-12,17:37,False,True
iriley,gkennedy,2020-07-04,07:20,False,True
benjaminkim,huntjonathan,2020-08-19,12:22,True,False
byang,loweelizabeth,2022-09-07,14:15,False,True
edunn,lanejason,2020-10-19,17:04,True,False
scottballard,ocaldwell,2020-09-11,16:38,True,False
roliver,krauseashley,2022-02-15,20:22,True,False
miketorres,owilliams,2024-01-22,22:40,True,False
kingkyle,nicolewatson,2023-08-17,15:11,False,True
figueroateresa,lisa38,2024-04-04,13:56,True,False
abowman,brittanywiley,2022-02-24,01:08,True,False
omcintyre,perkinsjohn,2024-04-04,21:14,False,True
howardelaine,ywilliams,2024-02-26,21:40,False,True
kimberlybrown,holly47,2021-06-03,21:30,True,False
kmoss,barreramatthew,2022-12-31,11:05,True,False
oconnellemily,jennifer64,2020-03-14,06:47,False,True
matthew96,matthewgonzalez,2021-12-24,17:59,False,True
vbuckley,julieyoung,2022-05-08,09:19,False,True
scott32,baileyjonathan,2023-03-03,00:30,False,True
aguirrejoseph,michael17,2023-06-16,11:22,True,False
johnstonaaron,krodriguez,2022-03-23,04:00,False,True
katherine72,zreynolds,2022-05-24,07:07,False,True
nlindsey,anitawalsh,2022-05-08,08:10,True,False
obarrera,jennifer45,2022-02-07,16:10,True,False
murraymichelle,ybuck,2022-07-04,06:48,True,False
garrettdonaldson,stephanie26,2023-06-13,10:09,False,True
whitejoshua,fosborne,2022-11-10,08:22,True,False
collinsshawn,lgarner,2023-03-14,06:12,True,False
michaelanderson,shelby52,2024-04-12,23:40,False,True
jay70,reedaustin,2023-12-08,19:48,True,False
fsmith,staylor,2021-11-04,00:00,True,False
shepardtiffany,jacob41,2024-03-04,08:51,False,True
clementsdaniel,carlagrimes,2021-11-12,19:19,False,True
ilittle,lauriecooley,2023-10-13,15:38,True,False
johnedwards,kramerryan,2023-04-22,15:51,False,True
johnsonjamie,johnsonelizabeth,2023-09-21,05:05,False,True
amandasalinas,guerramichael,2023-11-11,17:08,False,True
jacob03,kevinlyons,2022-04-02,08:25,True,False
lauralevine,meganthompson,2022-04-15,19:11,True,False
efarmer,cooperamanda,2021-01-14,15:02,False,True
williamwright,dale75,2021-12-07,21:24,True,False
cynthia76,umartinez,2021-01-05,06:43,False,True
garzakimberly,gutierreznicholas,2023-01-25,05:12,False,True
wnewman,ugomez,2023-07-16,02:53,True,False
ljones,casey24,2024-04-11,07:30,True,False
michaeljohnson,rhonda75,2021-10-01,22:00,True,False
pcasey,markwalker,2021-01-11,16:17,False,True
joel69,danieldavis,2020-08-25,18:21,False,True
johnsonmary,raymond07,2021-04-09,17:20,False,True
thomasariel,cesar72,2022-04-26,19:51,False,True
kimberlyoliver,bakerlisa,2022-07-20,05:54,False,True
benitezalexander,cory79,2020-08-15,20:07,True,False
chelsea32,omurphy,2022-06-19,18:55,False,True
jrodriguez,tammywilliams,2021-11-13,19:27,True,False
slin,daniel74,2022-02-06,00:53,False,True
margaretjohnson,dfriedman,2023-07-28,10:41,False,True
ymcmahon,ramirezsherry,2023-05-28,19:57,True,False
robertschristopher,barbarabarnett,2022-04-23,07:28,False,True
bryan68,huffmanharold,2022-02-12,14:25,True,False
amanda11,zcampbell,2023-11-10,21:22,False,True
stephenestes,blackmark,2020-12-06,23:05,True,False
elizabethgates,raymond06,2020-03-08,00:04,True,False
kwilliams,jacobmedina,2022-12-26,21:10,True,False
sphillips,lori38,2023-11-16,01:49,False,True
taylorcynthia,lopezdarin,2023-02-02,14:02,True,False
nelsonjoshua,onealdavid,2021-05-27,23:02,False,True
samantha52,sabrina24,2021-11-12,03:20,False,True
janestrickland,robert48,2022-01-02,19:11,True,False
curtis90,eatonthomas,2023-02-04,06:32,True,False
kmiller,anthony56,2022-11-16,20:49,True,False
vhester,kingjohn,2021-08-29,01:53,False,True
gcross,claybruce,2021-02-10,20:04,False,True
gerald61,wcarlson,2022-04-23,13:19,False,True
iweeks,ericawheeler,2022-11-26,19:44,True,False
ricardo05,dbutler,2023-06-05,14:34,True,False
aaron59,shawncontreras,2023-09-27,14:11,True,False
charlesorr,lmurphy,2023-10-05,06:02,True,False
robert83,carolynmccoy,2020-07-28,06:59,True,False
pgates,thompsonbrian,2021-09-25,02:20,False,True
barry53,michelle53,2022-06-08,03:45,True,False
peckeric,philliprichards,2021-11-03,12:01,True,False
perezderrick,brockroger,2023-01-23,20:23,False,True
harrellkimberly,hallen,2020-09-25,12:02,False,True
xmiddleton,kcastro,2022-05-14,14:20,False,True
pclark,ygaines,2021-07-12,07:07,True,False
barberkayla,vtate,2021-01-06,21:23,False,True
lopezchristian,leslie44,2020-11-09,03:17,False,True
nancyjohnson,turnerjeffrey,2021-09-04,00:30,False,True
rwilcox,ygibson,2024-01-05,06:50,True,False
wbishop,rebecca67,2022-11-18,06:40,True,False
davidpham,douglaswilson,2022-02-12,16:08,False,True
stephenwise,rachel21,2021-01-29,16:41,True,False
jessicawilliamson,kimberly08,2020-07-30,10:42,False,True
kristina44,acostamargaret,2021-05-13,12:27,False,True
medinashawn,aprilvasquez,2024-02-18,18:55,True,False
collin21,deborah58,2022-07-27,15:49,False,True
abigaildelgado,ashley15,2022-03-01,08:52,False,True
anthony74,smithkevin,2021-10-18,03:17,True,False
sandra01,christophersteele,2024-01-11,18:35,True,False
barbara29,sarahharvey,2023-11-30,18:33,True,False
travis21,paulwang,2021-04-11,22:39,True,False
amanda32,zjohnson,2021-12-17,17:35,True,False
kevans,smithtonya,2020-10-18,03:53,True,False
paigejenkins,saundersmorgan,2020-08-01,03:09,False,True
parksmary,richardbarnes,2023-07-21,19:36,True,False
farrelljohn,carpenterlori,2023-12-19,13:37,True,False
agibson,sandra62,2020-03-18,04:40,False,True
jacob41,marieblack,2022-04-11,13:41,True,False
daisy06,william19,2023-07-02,05:11,True,False
maykatie,slin,2020-10-09,21:27,False,True
mike06,mariacrosby,2020-10-06,23:31,False,True
hayesstacy,patrick47,2022-08-05,07:31,False,True
huntryan,peter07,2021-01-05,12:39,True,False
schneidernancy,jordanbradley,2021-05-31,20:10,True,False
christopherortiz,nchung,2020-04-03,13:13,True,False
barbaragomez,maykatie,2020-04-24,12:40,False,True
smithjeffery,brent10,2022-12-10,13:15,False,True
sherri06,bradleyhatfield,2023-09-25,11:47,True,False
jamesmartinez,wwilliams,2023-12-28,07:53,True,False
michaellambert,ztran,2020-04-17,17:46,True,False
richardhorn,mcphersonelizabeth,2023-01-29,20:49,True,False
riley14,monica47,2023-07-23,01:36,True,False
april04,vrodriguez,2022-04-22,13:36,True,False
abigailscott,ityler,2024-02-09,06:41,False,True
davidsteven,cooperamanda,2023-01-09,03:41,True,False
debra12,johnsoncarla,2022-02-28,00:55,False,True
knightkimberly,johnnyrodriguez,2023-03-04,06:22,False,True
alecbradley,grahambrian,2023-02-22,07:13,True,False
ricardodunn,ronald95,2020-08-09,18:44,True,False
emack,michellemonroe,2020-02-12,15:09,True,False
stacy90,calderonkimberly,2022-04-23,16:30,True,False
figueroaamy,jon75,2020-04-11,00:55,True,False
vjoseph,rebeccaburns,2021-05-29,00:47,False,True
joshua72,richardmalone,2020-12-07,06:08,True,False
schneidernancy,turnermichelle,2020-01-27,10:36,True,False
hahndawn,obowman,2023-12-08,11:03,True,False
raymondlucas,rmcdonald,2020-05-18,07:57,True,False
kathleenmartin,nicholasvelasquez,2021-05-09,08:06,True,False
nwilliams,michaeltyler,2024-04-03,09:11,False,True
anthonyadams,sherrywillis,2022-02-07,07:42,True,False
joannachavez,evasquez,2020-11-06,14:39,True,False
amaynard,fryejoshua,2021-09-16,11:08,False,True
angela15,wabbott,2022-12-24,13:50,False,True
zmorse,margaretrussell,2023-03-21,18:57,False,True
jared35,richardmcmillan,2021-05-30,16:15,True,False
thompsonjennifer,nicole37,2021-05-22,15:42,True,False
stewarttodd,joelhunt,2022-06-20,20:35,True,False
parkeradriana,meganward,2020-06-02,11:36,True,False
pgarza,dmclaughlin,2022-07-17,12:16,True,False
stephenrodriguez,dustinlewis,2021-10-10,05:05,False,True
johnrusso,pwilliams,2023-03-30,20:50,True,False
qhall,shari70,2022-08-20,23:36,True,False
lauralevine,alexis74,2024-03-01,23:01,True,False
perezderrick,sscott,2021-01-07,21:24,False,True
matthew09,nicole45,2023-01-31,15:07,False,True
barkerangela,emma21,2023-06-15,18:34,False,True
jared57,aphelps,2022-06-20,14:59,True,False
josephmitchell,vancehaley,2022-09-06,18:24,False,True
mhall,rjohnson,2023-01-28,04:43,True,False
sheridean,jack98,2021-07-18,23:43,True,False
jennifer35,danielbryan,2022-12-21,04:57,True,False
mooretimothy,todd05,2023-05-19,08:16,False,True
selenawilliams,rileycolton,2022-11-09,01:46,True,False
jeremy29,francesburke,2020-02-17,19:23,False,True
rbarnes,jamesmartinez,2021-08-05,05:17,False,True
uwilson,thill,2021-01-23,07:23,True,False
joyceford,xwoodward,2020-07-17,14:07,False,True
mcphersonelizabeth,llewis,2021-09-19,13:47,True,False
urivera,edwardscheryl,2022-10-22,00:40,False,True
crystallewis,ncervantes,2022-07-13,11:12,True,False
brownlinda,jamie89,2020-07-12,05:07,False,True
chandlerbrian,jennifer45,2022-07-15,00:46,False,True
fgrant,amatthews,2022-02-06,08:58,False,True
katherine72,christophersteele,2020-07-23,08:06,False,True
brian37,hollygonzales,2021-12-02,04:12,True,False
farrelljohn,gregory25,2022-09-06,06:47,True,False
wolfjulie,smithtonya,2022-03-27,01:00,True,False
idaugherty,lboyer,2023-09-14,23:52,True,False
ygutierrez,braunstephanie,2023-11-20,02:08,False,True
wallen,mharris,2020-10-15,15:04,True,False
erinsanders,bhill,2022-07-27,19:54,True,False
markmejia,glong,2022-07-22,04:15,False,True
jeffreyhines,ulowe,2020-09-05,05:32,True,False
nmcneil,greenwhitney,2020-07-14,10:39,False,True
maciasnancy,lisaspencer,2022-12-16,01:23,False,True
delacruzbrooke,wking,2023-05-22,00:08,True,False
ericgutierrez,joan27,2020-08-21,17:44,False,True
diazcassandra,luis11,2021-08-05,01:47,True,False
thomas35,zcunningham,2022-03-20,14:23,False,True
fosterdawn,alexandriataylor,2022-05-30,04:40,True,False
mooneyapril,heatherkim,2020-02-12,08:35,True,False
ramirezallison,kevin56,2022-02-06,01:57,True,False
yjordan,asanchez,2020-05-06,00:10,True,False
johnbradford,alejandro85,2023-01-07,15:20,True,False
christina93,oroberts,2023-10-13,22:51,True,False
upeters,vsanchez,2021-07-19,13:51,False,True
sarah64,daniel02,2022-02-28,20:26,True,False
qlopez,chelsea30,2020-09-22,03:50,False,True
josephjustin,bjarvis,2022-02-22,00:14,True,False
leejudy,ewalker,2020-11-10,09:52,True,False
jill99,porterselena,2021-08-06,20:50,True,False
karenshort,michellemorris,2020-04-03,00:49,False,True
mckinneyhenry,rowelauren,2023-06-06,19:09,True,False
steven30,pamelaellison,2023-04-06,11:36,False,True
sandra62,kimbyrd,2024-04-06,05:24,False,True
jamesalyssa,johnny07,2020-06-22,12:01,True,False
floreswillie,medinacarrie,2023-08-24,17:05,True,False
jacobsrandall,millerelizabeth,2021-07-31,00:58,True,False
schwartzjames,sheila66,2022-07-06,21:42,False,True
taylorapril,melindamorris,2022-07-16,08:49,True,False
gchan,xware,2023-04-05,23:03,True,False
jonathan14,grahamkellie,2024-01-28,13:37,False,True
lukealvarez,ystanley,2023-10-19,05:22,True,False
melissawilson,crussell,2022-07-20,12:48,False,True
philip66,ylester,2021-01-21,02:38,False,True
popecraig,osantiago,2020-01-08,12:35,False,True
ayerscynthia,mayshelby,2023-01-03,06:53,False,True
hayesstacy,patrick36,2020-03-22,19:51,False,True
garyparker,jerry70,2022-02-22,14:15,False,True
pattontimothy,jonesray,2023-09-24,16:04,False,True
kellyramos,valerie71,2022-08-03,20:31,True,False
christina97,perrydavid,2024-02-26,10:12,False,True
preese,charlesorr,2021-12-22,03:45,False,True
ucamacho,wayne36,2023-12-28,06:07,True,False
ruizeric,sara17,2020-09-25,10:18,False,True
aliciaalexander,mary39,2020-12-12,00:43,False,True
dgentry,jason61,2023-02-11,07:07,True,False
rebecca61,bmorgan,2021-01-12,11:42,True,False
bennettjacqueline,mariecain,2022-01-24,11:35,True,False
justinsimmons,crawfordjoseph,2023-07-06,20:20,False,True
brittany56,hparker,2023-12-11,23:29,False,True
christine40,preese,2021-03-18,05:38,False,True
michael47,jackson89,2022-01-02,05:23,False,True
thompsonmary,matthewmitchell,2021-12-28,14:08,False,True
latoyafitzgerald,kimberlyvelez,2023-09-28,19:12,True,False
vbarton,lmolina,2022-10-14,11:10,True,False
stephanie26,joshua72,2021-07-08,09:14,True,False
rhicks,lindseyking,2022-07-16,02:38,False,True
matthewanderson,ilee,2023-08-16,15:43,False,True
nbanks,nmorales,2021-02-22,02:01,False,True
chad31,perrymichele,2021-05-29,03:48,False,True
jtorres,holmesmary,2021-06-11,16:22,True,False
gford,wward,2022-07-07,20:01,True,False
mary00,raymondjessica,2020-11-09,10:46,False,True
lawrencemichelle,qnelson,2021-02-06,01:42,False,True
russellryan,jenniferthomas,2023-04-18,06:55,False,True
robert66,ann79,2022-05-31,17:37,True,False
xberg,jacobsantos,2021-10-04,14:19,False,True
volson,bhenry,2023-06-29,05:39,True,False
chancynthia,philippage,2022-02-26,17:33,False,True
brianbird,gina32,2023-10-17,01:25,False,True
kimberlyjordan,ajimenez,2022-01-06,10:12,False,True
reginald26,brownlori,2023-12-29,02:25,False,True
josebutler,lunadenise,2021-01-07,01:04,False,True
williamwright,edward69,2023-10-29,08:38,False,True
markpierce,michael39,2020-09-28,14:37,True,False
jennifer06,twells,2023-09-13,00:15,False,True
robert61,elizabethlutz,2020-06-20,08:14,True,False
tiffany75,scottkhan,2022-12-07,15:06,False,True
vazquezjacob,jacobsann,2023-08-24,18:58,True,False
nlynch,martinezsteven,2022-07-28,16:07,False,True
rebeccawilkinson,gregory00,2021-08-15,16:24,True,False
natalieking,veronica93,2023-08-29,08:15,False,True
wrightdonald,joannachavez,2022-06-28,10:36,False,True
tfields,qmills,2020-11-08,15:41,False,True
michael61,christopher51,2020-11-14,17:10,False,True
johnreid,dawnsimpson,2021-12-24,02:20,False,True
alexander18,bradleychoi,2021-11-26,18:55,True,False
russellrobert,gregpatterson,2023-08-28,20:02,True,False
petersmith,johnsjoseph,2023-03-09,20:09,False,True
davidsteven,silvanicole,2020-05-23,22:32,True,False
april04,jameswhite,2022-08-07,02:29,False,True
cindy10,huffmanharold,2021-05-20,21:30,True,False
amanda28,kstevenson,2024-02-11,14:24,True,False
qadams,melissabarr,2023-05-25,10:31,False,True
vquinn,david50,2020-07-02,07:21,False,True
diazdustin,dbrown,2022-06-04,03:45,True,False
nicholas33,joshua95,2024-03-22,15:12,False,True
dbarnes,hooverelizabeth,2021-10-03,22:32,True,False
donnasampson,johnsmith,2020-09-19,10:52,True,False
obrown,egrimes,2022-07-26,06:12,False,True
meganmclaughlin,markcooke,2021-07-08,02:41,False,True
ojohnson,gregory25,2024-02-18,02:36,True,False
jeanettehughes,jose11,2021-09-06,02:24,True,False
ucox,robert26,2022-03-03,23:18,True,False
williamsonjessica,nathan53,2022-10-31,04:57,False,True
brookscindy,trichardson,2022-07-20,21:56,False,True
keydiane,hbishop,2023-05-14,13:20,False,True
brownalex,chadmcneil,2020-07-21,04:33,False,True
xjordan,lopezdanielle,2022-09-12,17:34,True,False
brenda12,ashleyamy,2023-10-26,10:38,False,True
marklozano,james11,2022-07-25,01:44,True,False
samuelarmstrong,schultztheresa,2023-09-18,20:24,True,False
ashleyamy,joshua62,2021-10-30,21:37,True,False
christopherroach,sandra21,2022-11-10,22:24,True,False
nicolehanson,clarkandrea,2020-09-18,15:11,True,False
chall,dbarnes,2022-01-26,04:17,False,True
santossierra,fmckinney,2022-12-26,04:41,False,True
grahamthomas,veronicaburke,2020-05-21,21:02,False,True
brooksrichard,bguzman,2024-03-14,03:14,False,True
ashleyhicks,james46,2023-08-27,16:11,True,False
tinajimenez,johnsonjacob,2021-02-21,21:30,False,True
albertmckenzie,leoncourtney,2023-02-09,09:28,False,True
jeffrey14,lukemoore,2020-03-24,18:11,False,True
cgreen,andradeholly,2020-03-03,17:02,False,True
melissa21,ibarrett,2020-01-28,00:13,False,True
wrightheather,shaunsmall,2020-12-30,17:53,False,True
maciasnancy,parker17,2022-07-06,08:29,False,True
sandrabell,pedro57,2020-04-01,21:57,False,True
gonzalezgeorge,fmitchell,2021-10-05,04:03,False,True
evanskevin,kevin56,2023-08-03,20:27,False,True
smithjeffery,johnkhan,2023-07-16,22:01,False,True
roberta58,dwaynemartinez,2023-08-08,03:12,True,False
robinsonkevin,kim32,2022-10-17,21:05,False,True
sking,brianathomas,2021-10-21,05:58,True,False
vsalas,susanwood,2021-11-17,09:47,False,True
phoward,amy63,2020-09-15,19:26,False,True
christopher32,gibsonlori,2020-12-30,20:21,True,False
sandra79,jtrevino,2022-10-02,01:02,False,True
austinthomas,kkane,2022-10-05,04:38,False,True
rayjennifer,haynesjessica,2022-06-16,11:09,True,False
andrewrubio,gregory29,2022-03-08,13:11,True,False
xmurphy,gkennedy,2021-07-16,21:16,True,False
hannah11,hwarner,2023-01-18,08:52,False,True
cassandra95,jasonjennings,2022-04-07,20:04,True,False
andreaanderson,geraldsanders,2020-03-04,19:11,True,False
bushphillip,zpalmer,2020-09-05,14:07,True,False
brenda16,fsmith,2022-08-28,15:05,False,True
wbrown,zfigueroa,2022-11-04,23:24,False,True
roberto24,elizabethlutz,2022-08-03,07:36,True,False
barbarabarnett,patriciabean,2020-08-25,13:47,False,True
phillipssusan,davidlester,2022-03-30,14:22,True,False
frances63,karensosa,2023-02-12,13:15,True,False
ulowe,amberanderson,2023-08-29,20:58,False,True
dmason,darren57,2021-01-15,22:09,True,False
brittany56,samuelmarks,2023-12-07,04:28,False,True
mooretimothy,padams,2020-01-29,22:27,True,False
richard87,joannamay,2023-04-18,03:31,False,True
patrick17,zacharywallace,2020-05-09,06:53,False,True
josephgeorge,sandra69,2020-08-12,02:06,False,True
david14,adamswanson,2023-12-23,12:36,False,True
jared20,sphillips,2024-01-20,23:29,False,True
agill,browncalvin,2020-01-01,22:13,False,True
shanesmith,jessicaclark,2024-03-17,15:56,True,False
browncolleen,robert17,2020-03-22,07:26,False,True
ana58,chaseheather,2024-02-25,21:10,True,False
dan17,zacharywallace,2023-05-07,16:59,False,True
rebecca82,sarapearson,2024-02-26,14:31,False,True
xfuentes,melissa68,2023-10-10,00:43,True,False
gedwards,williamstimothy,2021-05-01,12:08,True,False
phillipbates,ewingjessica,2022-01-30,02:38,True,False
mitchellandrew,rachel12,2022-10-01,00:53,True,False
athompson,zavalachristopher,2021-03-25,11:35,True,False
veronicabaker,bwalker,2023-12-17,13:16,False,True
lacevedo,rjenkins,2020-12-04,12:16,True,False
joelfreeman,atkinsonmelissa,2020-03-05,17:38,False,True
gmaldonado,janetanderson,2023-06-19,15:20,False,True
tasha40,csanders,2021-05-07,11:22,True,False
alexandria79,danielsmith,2021-12-16,03:46,True,False
shiggins,melissa52,2023-04-27,17:40,True,False
eperkins,melissa11,2021-08-19,14:34,False,True
gaineszachary,frymichael,2021-07-13,06:35,False,True
nicholashorton,williamsandrew,2022-08-24,22:46,False,True
greenkelly,lmunoz,2021-12-20,19:12,False,True
nking,vaughnkayla,2022-09-19,01:30,True,False
melanierobbins,ofisher,2024-04-03,07:24,True,False
rachelperry,xboyd,2022-11-10,22:51,True,False
levinejennifer,cisnerosstephanie,2022-10-13,06:58,True,False
cstuart,dan17,2024-02-07,08:53,False,True
priscilla98,josephbrown,2023-10-12,08:12,True,False
elizabeth22,frank39,2024-04-03,05:27,True,False
kmoss,srose,2022-03-24,23:50,False,True
jennifer12,jonesmichelle,2021-01-22,01:49,False,True
barkeramy,bryan49,2023-04-22,05:25,True,False
joycejoseph,burtondiane,2023-05-12,23:50,False,True
priscillabrown,cstanley,2022-07-06,19:50,True,False
cooperwilliam,ashley15,2020-07-06,03:11,True,False
figueroarachel,burgessalan,2021-01-16,00:21,True,False
pjacobs,rclark,2023-08-20,04:27,True,False
michael65,susanmercado,2022-05-09,13:57,False,True
atkinsnoah,lholmes,2022-10-03,12:07,False,True
brianlewis,lowebrian,2020-05-30,11:26,False,True
alvaradodanielle,pcooper,2023-01-08,14:02,True,False
andrew71,acostamargaret,2021-04-11,09:44,False,True
vbarajas,michael93,2021-11-19,11:10,True,False
rayjennifer,samantha15,2023-06-07,20:07,False,True
joshuajones,dan17,2021-07-25,11:19,True,False
hernandezmatthew,lynn79,2023-11-08,20:33,True,False
jacksonroger,mendozamichael,2021-01-07,18:20,False,True
christinablack,jramos,2020-09-08,14:39,True,False
kellie52,eblackburn,2023-12-18,06:31,False,True
beckerkevin,qrodriguez,2021-02-24,05:48,False,True
cwalker,amandamckinney,2020-08-29,15:48,True,False
nhampton,psanchez,2023-06-23,13:26,False,True
curtislogan,fhill,2020-04-19,04:47,True,False
oray,rdonaldson,2021-05-19,03:09,True,False
tracy74,michaelanderson,2021-09-09,23:49,False,True
morgan82,jenniferjones,2023-12-29,18:56,True,False
michael49,gregory81,2022-08-07,07:53,True,False
ugibson,mckinneyhenry,2022-01-20,02:36,True,False
josephgeorge,stevecox,2021-07-09,10:57,False,True
mwood,sean23,2021-09-27,09:12,False,True
mhayes,johnsonnancy,2020-05-23,07:44,False,True
fmckinney,gtaylor,2022-11-11,23:59,True,False
petersonallen,seannewman,2020-09-20,18:49,False,True
garnershelley,wandahodge,2020-06-09,11:22,True,False
rebecca15,lyonssteven,2024-03-12,18:34,True,False
dustinlewis,shatfield,2023-09-25,13:09,True,False
marklozano,megan91,2023-06-25,10:15,True,False
bradleychoi,gonzalezthomas,2020-06-21,11:49,False,True
ronnie37,dalvarez,2022-04-26,06:20,True,False
echandler,albertmckenzie,2023-08-07,07:36,False,True
scottaudrey,xfoster,2021-05-26,00:04,False,True
matthewbarrett,cameron89,2020-09-25,04:58,False,True
zharper,kingjohn,2022-12-11,14:06,False,True
huffmanmichael,michael83,2021-11-05,19:43,True,False
stonejeremy,richardrodriguez,2021-12-27,03:58,False,True
elizabethsanchez,bellelizabeth,2023-06-02,22:37,True,False
tdavis,huangtyler,2020-04-20,14:06,False,True
brownkaren,diane81,2021-05-23,21:02,False,True
courtney07,rogersseth,2020-02-02,01:00,True,False
bsandoval,bennettjacqueline,2021-03-02,03:55,True,False
owalton,lanejason,2022-06-29,14:15,True,False
megan91,jeremythompson,2021-03-01,01:16,True,False
trannicole,jasonleonard,2021-12-17,08:01,False,True
udavis,rglover,2022-02-26,00:09,False,True
bryan52,gthomas,2022-06-13,11:13,False,True
robertslinda,brianhall,2022-09-05,15:46,False,True
davidcarter,gibsongina,2022-07-31,07:06,False,True
anthonyadams,shawn46,2021-04-19,21:10,False,True
jessicamcdonald,christinahorton,2022-10-03,05:07,False,True
rogersluke,shannon67,2021-12-03,14:53,False,True
michael07,rbell,2022-04-15,13:28,False,True
robertslinda,jeansmith,2020-01-27,10:10,True,False
robertawilliamson,joneslaura,2020-04-13,20:59,True,False
cmcclain,alishawillis,2021-09-27,16:30,True,False
robertallen,casey30,2020-09-10,09:14,False,True
johnsonjamie,ksoto,2022-07-20,03:32,True,False
thomas84,aliciawilson,2020-03-30,12:21,False,True
lmorton,heidi50,2023-03-20,09:45,True,False
clarkjulia,john06,2022-11-07,08:29,False,True
rogerssean,lindamcdowell,2021-10-07,10:20,False,True
ulivingston,uarroyo,2023-09-22,03:20,True,False
shawn49,robinsonchristopher,2020-07-27,01:11,False,True
ybarrett,rosborn,2020-04-05,03:22,True,False
douglaslarson,brennannicolas,2023-01-31,22:33,False,True
gsmith,dbarton,2022-12-05,22:09,False,True
patriciasingh,bensonjason,2021-09-14,02:27,False,True
clowe,nicholasmanning,2022-03-19,00:18,True,False
hsmith,owatson,2021-04-06,17:00,False,True
xjohnston,davidlester,2021-07-11,07:56,True,False
alyssablack,joshua47,2021-12-11,06:12,True,False
matthew81,cohenanita,2022-03-11,10:54,True,False
nicolesmith,maria86,2021-01-20,07:59,True,False
xrosario,sandra21,2021-02-10,21:28,False,True
morawilliam,latoyagutierrez,2023-08-09,21:15,False,True
franklinkelly,kmartinez,2024-01-26,01:19,True,False
glevy,mendozajoseph,2022-12-04,10:49,False,True
hornjames,marklozano,2020-07-03,13:03,True,False
kristine17,evansjoshua,2023-06-07,00:00,False,True
vpatel,george64,2020-08-07,16:09,False,True
petersonallen,malonejanet,2022-02-14,00:32,True,False
david98,jacob03,2021-03-23,20:30,False,True
katherine30,yangmichael,2021-04-07,19:20,False,True
caleb58,isabel69,2020-02-24,07:07,True,False
yrios,nancyingram,2022-06-24,12:48,True,False
farrelljohn,ichandler,2023-06-02,12:06,True,False
scott10,lpennington,2024-02-26,02:59,True,False
moorekenneth,manningdaniel,2021-01-14,09:43,True,False
xlopez,gregpatterson,2020-09-05,09:51,True,False
wellserica,james17,2022-06-10,14:50,False,True
perkinsjustin,downsdiane,2021-11-17,00:19,True,False
samantha73,gregory25,2021-09-07,05:44,True,False
michael31,michaelbryant,2022-10-31,21:10,False,True
hickslisa,ymcmahon,2022-02-28,03:47,True,False
lukealvarez,vanessa48,2021-06-29,16:44,True,False
peggy68,carolynbrooks,2020-09-13,00:50,False,True
judithkim,erichanna,2020-06-19,00:43,True,False
sdelgado,bbradford,2020-02-09,21:52,False,True
clairejones,margarethicks,2022-08-30,23:59,True,False
fritter,garciaeric,2020-10-19,06:25,True,False
christopher25,darlene64,2021-08-06,09:22,True,False
wilsoncourtney,hhowell,2020-09-17,03:33,True,False
jacksonlinda,karen88,2020-03-15,16:16,False,True
deborahholt,ngibson,2020-07-22,20:08,False,True
