UserTag,TweetId,TimeStamp,HasMedia,HasPoll,Mentions
donovansteven,xa,2021-08-01,False,False,"bowmanlisa,shaundiaz,michaelmayo"
tanyaholt,cVLEI,2020-10-11,True,False,"kathleen12,williambrandt,kendra06"
okelly,dCYdXZapt,2022-11-28,True,True,"john74,qray,angela30"
brewerelaine,hpM,2022-04-12,True,True,"davidhurst,toddhoffman,colton31"
piercekevin,TWeqqdSZh,2023-06-21,True,False,"jacobmcdaniel,zreyes,teresacollins"
josesilva,ZMVP,2023-03-23,False,False,"sandrablake,brentrich,stevenmedina"
alexandrawhite,pfC,2024-01-12,True,False,"robertlee,cwhite,williamsfrancisco"
holly06,tJq,2022-04-14,True,True,"carmenmorgan,yhill,lauriehanson"
bryanjohnson,ubw,2023-03-01,True,True,"xsimmons,pbailey,kathyholt"
qramos,lcpHYGi,2022-09-19,False,False,"christine56,dianecrawford,sandra13"
dana36,WDKJupt,2020-11-07,False,True,"sarahhamilton,willisashley,campbellbrenda"
estradabrandy,ktq,2023-04-14,True,True,"cball,rachel99,quinnaudrey"
deborah18,RG,2022-01-23,True,True,"julievazquez,adamrobbins,jenny46"
nealashley,MwlEwWEnwT,2023-09-30,False,False,"mwhite,quinnaudrey,jenna54"
ericawatson,NDxL,2023-11-06,True,False,"mgarza,yhammond,sarahhamilton"
martinkara,VmhRoM,2021-03-01,False,True,"ianyoung,davechang,zwilson"
jorgejones,MWznrl,2022-10-16,True,True,"bryanwolfe,jenniferlogan,donald85"
cortezbrandon,tAg,2020-07-30,False,False,"jhenson,garyyates,marthablack"
tiffanyedwards,YHHvxT,2021-04-25,False,False,"devonmartinez,bethramirez,csmith"
kennethsmith,zamiN,2020-01-27,False,False,"catherinenguyen,baileyrobert,murphyalan"
barry11,VEHZpWAjY,2022-03-20,False,False,"williecampbell,gsmith,bonnie97"
uchapman,WnRNjMJc,2023-12-01,True,True,"adamslynn,barbara54,jonesaaron"
beth26,hlRXrz,2023-07-14,False,True,"costaemily,andreacruz,landrews"
clarkkathleen,Zol,2024-03-22,False,False,"arthur64,jordangarrett,christopherlopez"
deborahhorne,SPc,2021-06-15,True,False,"vsharp,bhoward,melissa69"
sandersemily,iRkQUp,2022-07-11,True,False,"vchambers,xwilliams,james54"
richardsonjoseph,xQYXRN,2021-04-24,True,True,"hmorgan,georgeyolanda,tracyadams"
whitejean,PEoN,2023-06-01,True,True,"vanessa71,paceamy,gmiranda"
fitzgeraldpatrick,LPjhizb,2022-04-17,True,False,"ustewart,debbie33,smartinez"
billgardner,Ouhtt,2022-10-31,True,True,"larawillie,heidibrown,zsanders"
sabrinagill,ZU,2021-01-05,False,False,"nealann,erica97,jphillips"
cynthiaanderson,qEgIzUt,2020-07-29,True,False,"moorejames,tayloramanda,joedillon"
drewbradford,zA,2023-04-24,True,False,"xwilson,grossjennifer,njohnson"
ryan28,dzU,2020-12-04,True,False,"aaron93,wsantiago,catherinebrown"
sampsonmaria,LToQPiu,2020-04-06,False,False,"aharrington,joshuajohnson,tammy37"
ycox,lcocYjEk,2020-10-08,True,True,"abigail59,brent75,hhancock"
robertchavez,edFvyOLw,2020-10-06,False,False,"blanchardbrian,ericking,rayala"
baileypaul,Rp,2020-02-27,False,True,"ashleyreed,gburns,jkelley"
clarkmelissa,xgpvnuaj,2020-02-29,True,True,"hmyers,kklein,aharris"
christopher40,IpacYGwTQ,2022-06-01,False,True,"peter13,jonathan24,matthewswayne"
arielhaynes,SyTn,2022-02-05,False,True,"victoria34,isabellabrooks,deanna15"
owatson,YTFtwr,2020-01-27,False,True,"hvillegas,evanselaine,vgriffin"
charles96,bi,2022-06-13,False,True,"zwise,bjordan,ygonzales"
danmorrison,OeTxaoI,2022-01-24,False,False,"bortega,hcross,christopher36"
adamslynn,TVkmXCtUzw,2021-11-11,False,False,"shannonjenkins,ginaroman,erodriguez"
wardleah,VwKN,2023-11-30,True,True,"scott53,frencheric,qpotter"
sarahgardner,jfDC,2022-02-19,True,False,"danielbrock,jeffrey32,petersentina"
bobby01,SKOStGqLoD,2021-08-02,True,False,"andrew25,hamptonnicole,daniel63"
georgerobinson,mmrhRD,2023-02-23,False,True,"zrowland,donovansteven,pittmanedward"
josephchapman,xfkGKv,2020-02-11,False,False,"alyssaross,qbates,russelltami"
keithhampton,oAear,2023-03-14,True,False,"cbates,nmitchell,beth26"
michelleleonard,zYyHEQUb,2020-10-07,True,False,"jeffrey54,karengreene,hbailey"
tyang,XbfWHL,2022-06-29,True,True,"christopher33,shernandez,hansenjessica"
dgeorge,MugG,2022-12-31,True,False,"william94,gwilliams,heatherjones"
xmcguire,PD,2022-06-07,True,False,"sdurham,nnichols,blackalexander"
brianna97,MeyZnTIUn,2020-07-07,True,True,"nathanielperry,angela67,jjones"
ojordan,ihGM,2021-03-25,True,False,"canderson,petersondeanna,michelle17"
ununez,ZjZAHlt,2022-04-30,True,False,"agonzalez,ijones,whitneyjeffrey"
tmaynard,iTgaN,2021-02-07,False,False,"stephenssamantha,thomassusan,collinschristina"
mosscheryl,ogCsd,2023-04-09,True,False,"joseph86,phernandez,sarahhamilton"
meyerssamantha,UbTTMX,2023-03-09,False,False,"sdavenport,knoxmatthew,wpittman"
brendanwest,SKJfgdqvt,2021-06-19,True,True,"lindaweber,dylan33,salazartoni"
qkoch,Hayzg,2020-01-28,False,True,"lewischristopher,jhenry,tlopez"
april60,Hvov,2023-08-17,False,True,"ewright,garyyates,mitchellclark"
lawsontiffany,hxmXAebNW,2023-12-25,False,True,"sanchezjennifer,hahnwendy,ugriffin"
jaredrose,kUHQ,2024-03-20,False,True,"richardjackson,charlesibarra,lauramitchell"
carriecraig,xsLpqDq,2022-08-04,False,True,"morgansanchez,jamesmyers,kristengoodman"
david91,DJFebt,2021-03-28,False,True,"goodwinsarah,kimberlycalderon,jensenandrew"
phelpsangela,sjutAh,2021-11-08,False,False,"sandersrachel,george45,michaelfitzgerald"
ssteele,QxPeJ,2021-08-28,False,True,"franknixon,zhenderson,cowanbrittany"
lewisandrew,Vs,2023-08-17,True,True,"rrowland,williemason,wrightjason"
samuel43,oNMceBtGHp,2023-11-17,False,True,"ilewis,ashley79,randy52"
donaldsondonna,im,2021-12-09,True,False,"lopezkeith,carrierodriguez,hernandezjeremy"
lanecindy,VfJoc,2021-08-03,False,True,"wendy07,makaylawaters,jimmyperez"
twade,DJQ,2021-12-03,False,True,"yortiz,james30,charles11"
cortega,YelOjjGin,2021-06-22,False,True,"mathewholmes,marissa41,ucunningham"
pwatson,pJfOLd,2022-09-22,False,False,"fpierce,teresa04,dennisperez"
cooperdrew,kUGG,2022-08-21,False,False,"stephanie16,kyle51,julievazquez"
heidi77,vbR,2022-04-19,True,False,"gdiaz,maykelli,mary30"
reevessean,EXdET,2021-04-01,True,True,"lisascott,david41,william60"
schwartzjessica,MOwgTNGoSG,2022-07-22,True,True,"tmaynard,usanchez,kara62"
amandakerr,xEuwslQ,2022-08-03,True,True,"annrodriguez,silvastephen,zacharygray"
daniel63,ZqohuoFct,2023-10-10,True,True,"shannonevans,tammie76,nicolewade"
englishchristina,oPNTTOQYJ,2020-07-27,True,False,"myerskimberly,tmoore,fitzpatricknicole"
robert05,GmGLNgIbEG,2022-05-23,True,False,"samuel78,johnathanthompson,zachary66"
lrios,eazZvRJB,2020-05-10,True,True,"bradbrewer,lewismarvin,portersharon"
davidwang,MaJYK,2023-01-17,False,False,"nicoleruiz,charleswebb,deanrichard"
lindalewis,bESqWru,2021-05-22,True,True,"juliemartin,jill57,craiggreen"
scottmiddleton,SOfPFeF,2021-08-07,True,False,"johnpatterson,thomaschase,anthonywalker"
wpratt,anUSvg,2022-03-19,True,True,"schmidtgregory,mfisher,quinntheodore"
levi61,BJzDPb,2023-06-13,True,False,"anelson,thomas76,colson"
kklein,KdvuxEL,2020-08-24,False,False,"jessicahernandez,hannah56,paulwalsh"
bernardelizabeth,RJWuwuZDpE,2023-03-25,False,False,"qkoch,bfloyd,ycook"
omills,foLrjWvqG,2021-08-02,False,True,"timothy56,agarcia,annapatterson"
reginaldvalenzuela,RDoKamxTJ,2020-09-01,True,False,"frankronald,smithkyle,nashjaclyn"
deanpatel,yKOs,2021-10-12,True,True,"parkereric,ucunningham,smithkevin"
jbutler,Nitk,2020-08-30,True,False,"brendajames,scott74,joshua32"
hannah32,UCrtxAXpqJ,2024-02-12,False,True,"ryan70,ikennedy,sanchezjustin"
stephaniehoward,fhdAhlFGxH,2024-01-25,True,True,"jfritz,williamslisa,mooresue"
maureenshepard,GEFzCWWp,2021-03-01,False,False,"prestondavis,ruizchris,keygeorge"
michael83,FEn,2021-01-13,False,True,"lyonsmary,douglas83,elizabeth33"
tracey86,RV,2020-11-13,True,False,"vgray,townsenderin,hannahmiller"
pamela50,wJFAhZkMjP,2021-11-24,True,True,"irodriguez,hbeck,hansenkelly"
ystephens,khM,2023-07-03,True,False,"morgansanchez,brightelizabeth,gwagner"
rachelmiller,jvddbk,2022-11-07,True,False,"waltercampbell,otucker,hahnwendy"
henry10,IZcvdcyDqo,2023-12-17,True,True,"dustinjackson,harrisontina,jacobswilliam"
benderamanda,HVTT,2021-10-09,False,True,"alvarezthomas,clarkkathleen,mayaustin"
kennethwilliams,UQ,2024-03-25,False,True,"jacob51,ibarrajustin,colton31"
millerpaige,RoLQGzRtvb,2020-05-21,True,False,"perryvincent,arogers,jerrydonaldson"
georgeyolanda,agXyFHV,2020-12-12,True,True,"yjuarez,karen36,santoskimberly"
samantha54,FDrLDxZtF,2021-06-27,True,True,"rosenicholas,michaelerickson,corymunoz"
nicole50,DhsCkSmsE,2022-06-03,False,True,"ewright,frasmussen,mitchellcowan"
lance17,brIR,2023-09-09,True,True,"johnsonsarah,jose01,wattschristopher"
usanchez,uwbShm,2022-09-15,False,False,"shaundiaz,melissa33,davidknox"
amandabarr,cWJkHVts,2022-10-04,False,False,"garciaellen,feliciareyes,fmcneil"
josephsolis,USEE,2020-12-04,False,True,"rlarson,stephaniepearson,kevinhuynh"
tranmichele,LwkJdxOM,2022-10-10,True,True,"glenn05,xbaker,natashaodom"
shane65,VtguKVZOn,2023-03-21,False,False,"jennifer03,david62,mossjames"
cantrelljeffrey,hJyrl,2022-09-12,True,False,"amber97,wendybaker,keygeorge"
debra88,iSKiHaapvc,2023-07-02,True,False,"buchananjonathan,xchan,lauren95"
ginaroman,kRChyFptI,2021-11-03,False,False,"robertclark,jillevans,robinsonapril"
kristenferguson,Izf,2024-03-06,True,False,"stephaniemontgomery,shanejohnson,tayloravery"
tony13,AwQMMkTTdV,2020-05-14,False,True,"qherrera,matthew67,amywilliams"
meganmcdonald,NU,2022-03-31,True,False,"ewilson,james69,yharvey"
perrybrenda,FTTnD,2021-07-11,True,True,"miagarcia,harrischad,bakerdanielle"
frank20,KgyuN,2020-02-12,True,False,"gwilliams,olevine,johnsonyvonne"
santiagojason,NT,2023-02-09,False,False,"pearsonalicia,smithoscar,murphyjoshua"
hannah31,lWZt,2022-09-13,True,True,"ericward,jamie15,ryanjohnston"
maria36,IwrBQ,2023-11-07,True,False,"pdouglas,cheryl46,wilsoncynthia"
aaroncoleman,CBsZc,2023-03-09,False,True,"stevenjohnson,josephhicks,jhenson"
joseph66,HdgkOBMb,2021-06-18,True,True,"barbarakelly,torresjennifer,garrisondenise"
slee,hXM,2021-03-07,False,True,"rodriguezjennifer,higginsmartin,goodmanrobert"
cunninghamkendra,GShbGDNe,2023-11-15,True,False,"shawharold,pricewilliam,jtaylor"
steven71,rYUcc,2020-11-18,False,True,"ldouglas,brent75,lauriehanson"
jillian52,vDwZF,2022-03-25,True,True,"helen31,heidi77,tammyromero"
ambermitchell,Vepnvx,2023-10-24,False,False,"hdominguez,lisa45,allenmelissa"
snyderjoel,BGRreBU,2021-06-16,False,False,"xdavis,ryanlisa,robert49"
teresageorge,gDnDLsLc,2022-09-15,False,False,"katelyn79,faulknerphillip,deborah60"
masseyheather,OJoY,2023-01-05,True,True,"robertholt,lisakelley,shannon09"
dyerwilliam,SOoyZm,2021-08-17,False,True,"rachelmoreno,gwells,moorelinda"
flove,eKfBHX,2023-12-20,True,False,"oliverjulie,ncarr,sarahcohen"
drew09,deo,2022-06-05,False,False,"ryanlisa,cbrown,benjamin27"
allen80,whmYnI,2024-03-29,True,True,"smeyer,qgordon,vicki21"
donna43,CJBE,2022-01-22,False,True,"jamesserrano,thompsondaniel,markwilliams"
ubrooks,dho,2023-08-01,False,False,"rvasquez,eugene69,donnavasquez"
kyle04,frcbHnZ,2020-02-18,False,True,"melinda73,christensencaitlin,apowell"
teresaodonnell,lGSVxywiIS,2021-11-12,True,True,"scottbenson,brandtkristina,eberger"
pwilliams,ipIzEojkh,2022-06-24,True,False,"collinsashley,fsullivan,otucker"
kristinmiller,Raerqq,2021-09-25,False,False,"shannonjenkins,gskinner,cheyennemcbride"
heather78,ou,2021-11-05,True,True,"kevin27,zreyes,sherry73"
carla15,cptRGDAtRL,2023-02-08,False,True,"wendybaker,andrewhouston,roberthampton"
nancy30,YSpLruKLhh,2020-09-04,False,True,"amelendez,joshua76,mbullock"
tara94,gbhhsMXTy,2021-09-09,False,False,"pryan,timothymorris,hernandezsteve"
daniel65,Uao,2022-12-10,False,True,"twilliams,sloanjason,jason66"
susan11,aHmfSkEfsy,2022-01-12,False,True,"evanselaine,stevenflowers,wendybaker"
tanyaholt,ijavM,2021-08-04,True,True,"pallen,bdiaz,yzuniga"
brenda09,ySGMQSWSsp,2023-04-18,True,True,"victoriaburton,nbrowning,taylorkaitlyn"
pamela41,NbSRKkI,2023-09-24,True,True,"porternicole,sara51,garciastephen"
katelyn79,ExgpBHSkVz,2022-10-04,True,False,"wilsoncathy,scottmiddleton,nbarnett"
estradabrandy,gxJDw,2023-03-13,True,True,"davidharrison,xtrevino,melissaperkins"
jonathan01,FhzazHMyFx,2022-04-16,False,False,"ymorgan,marybell,andersonjaime"
gwagner,jT,2021-12-15,False,False,"harriselizabeth,emilyford,blake58"
reneeherrera,zSqdaYLir,2021-09-08,False,False,"esilva,terrellmartin,huberbeverly"
ilewis,WixeWEITd,2021-11-18,False,True,"wjuarez,zmayer,orobertson"
harrellkeith,OfvNXK,2023-12-04,True,False,"lauren10,crystalarellano,sabrina89"
jacksonchristine,sHgr,2023-09-03,False,False,"dpatel,xwright,katelyn79"
kroberts,pSDvQTVF,2023-07-30,True,False,"juanpatel,yleonard,harrisonwilliam"
wcarter,vzvkj,2022-02-17,False,True,"calebjimenez,sandrawagner,angela85"
fgraham,ZAkQSXccZ,2022-04-03,True,False,"dennis83,matthewchang,richardpayne"
janetmullen,dzySQQtSbx,2024-04-04,False,False,"wwright,angela15,danny79"
andrewgates,MhyA,2020-05-23,True,False,"dfox,stephanie08,madison26"
daviskevin,FJ,2021-07-25,False,False,"brianlee,kfields,uriggs"
farrelldavid,BZMJTRodP,2022-07-03,True,True,"gina98,benjamin27,wilsoncathy"
keithnicole,qfBiFKpOs,2021-02-13,False,True,"stevenwagner,williecampbell,deanna15"
jacoblopez,BgVU,2023-04-29,False,False,"cbates,darrellfowler,georgeterry"
helen31,SCX,2022-11-29,True,True,"sarahhamilton,virginia15,kyle04"
stephanie36,kWOEsNFK,2022-11-08,False,False,"grios,brownjorge,erivas"
joseph75,MXIdo,2022-09-04,False,False,"thenry,marybrown,timothydavies"
jamie06,alnJi,2021-07-08,False,False,"debra42,qscott,robertcaldwell"
taylorjason,EiGGaK,2021-06-14,False,True,"joseph33,brandon03,tstuart"
floresjonathan,Wkke,2020-05-08,True,False,"gregorywayne,egates,hunterstone"
chrisnelson,KgeCA,2022-08-18,True,True,"waltersrobert,jonathanjohnson,billgardner"
carloswilson,ibbn,2023-10-23,False,True,"jacqueline43,justin22,dcarter"
imacias,FpQMzihmoV,2023-12-02,True,False,"emily62,alicebrown,stonegregory"
millerdaniel,siIghhcj,2020-03-19,True,False,"egates,wendybaker,amorgan"
penny56,FBRAbQRA,2021-01-10,False,False,"mccartymark,lawsonhector,hmitchell"
ktran,VnAgCyLJ,2022-03-24,True,True,"yateserin,amandaallen,thomasbriggs"
egates,Yh,2021-03-20,False,False,"dana36,dustinsullivan,danmorrison"
michelle89,GthXnrMh,2021-06-26,False,False,"jonessusan,richardjackson,russellallen"
jasonramos,JTGcB,2021-10-30,True,True,"sean17,nancyrodriguez,stephensimmons"
hollowayjoseph,hX,2021-03-27,True,False,"ethan94,george96,goodmanrobert"
cbrown,XNpk,2020-04-17,True,True,"dpatel,jacobmorris,knapplisa"
jessicawagner,ZsceMSpWQE,2021-07-15,False,False,"cturner,brooksmitchell,hcook"
emilyclarke,jkapS,2021-12-23,False,True,"williamsjames,smithmichael,stephaniemontgomery"
wardleah,RqcZoUGKtE,2022-08-26,True,True,"jeffery83,cgoodwin,sandersrachel"
zmunoz,UJpfD,2023-10-27,False,True,"joseph40,vwatkins,danielsjean"
howellderek,jiLI,2021-07-20,False,False,"maryballard,wendy71,smithtracy"
lucasmartinez,KeUQhV,2020-01-22,False,True,"philip94,kristen52,brian95"
robert93,tCu,2023-05-22,True,True,"jennifercruz,thenry,sheltonjames"
morganchristine,WDl,2024-03-29,True,True,"hollowaytiffany,vanessa71,portega"
zgomez,vgZv,2023-08-25,False,True,"wrightchristina,jenniferhart,lisa99"
quinnalexander,YvvOGNl,2022-07-29,False,False,"millerrachael,jonathan77,blake58"
stokesjesse,Fozucn,2020-02-26,True,True,"stephanie73,mwalters,melissahayes"
john10,cLPKbrkIyM,2020-12-03,True,False,"robin84,bduncan,collinjohnson"
sandrablake,HjWQOHyt,2023-08-19,False,True,"quinntracy,space,richardsonjohn"
alvarezjennifer,fVAnVWU,2023-06-21,False,True,"morristina,frankmiller,hughescathy"
brendavelez,RTdZWnU,2023-07-21,False,False,"justin91,jesusmorrison,michaelsmith"
bmiller,xUDERX,2023-07-01,False,True,"melissa69,catherine59,karen37"
natashamccarthy,TRqwwFDdr,2020-01-19,True,False,"mrobertson,sarahharrison,bakerdanielle"
christinacurry,KBuoOwBj,2023-01-12,True,True,"lowemary,arthurwatson,uobrien"
suttoneric,KxMJR,2023-03-09,False,True,"mcneilangela,pwagner,rileyjohn"
dcarter,kPCPCyH,2022-01-04,True,True,"frankmiller,tatewalter,fergusonchase"
davidsavage,gh,2023-12-20,True,True,"zedwards,jennifercarlson,julievazquez"
bradymelinda,ZKQHxW,2021-07-12,False,False,"grantwise,beth35,valeriejohnson"
ejackson,aLYHMiC,2023-09-08,True,False,"qwalker,philip94,boothdenise"
patriciabuck,qSmpTUijjz,2021-06-27,True,False,"megananderson,arellanoshelia,brian03"
timothy70,PVJYBdoqRn,2022-09-22,True,False,"wmay,teresastafford,laurenfisher"
morenojonathan,tbP,2020-11-16,True,False,"smithmercedes,lance99,raymondbowers"
tyler28,MZw,2022-03-14,True,False,"piercekevin,sophiamatthews,dryan"
mosscheryl,OOf,2022-05-18,True,True,"albert92,harrisregina,vking"
daniel63,uEdwlZyR,2022-01-16,False,True,"oharris,scottobrien,harpersara"
sweeneymichael,mDhagXVbNY,2020-11-21,True,True,"matthewdiaz,simssteve,johngreen"
stephen65,xsq,2020-08-30,False,True,"woodjared,william85,liphillip"
kirkevans,lTEH,2021-01-26,True,False,"valeriejohnson,markgonzales,megangordon"
brendavelez,DyhpMRSxz,2021-03-25,True,False,"rluna,valeriejohnson,brittany89"
ytravis,JWVhvZn,2022-06-29,False,False,"brittanylee,denisehughes,kevinhill"
gomezoscar,rANzCAciB,2023-10-17,True,False,"thomasricky,johnsonsarah,jeffcox"
pmartin,ZIdl,2023-05-20,False,True,"ponceamy,jhernandez,cunninghamkendra"
megangilbert,cxtn,2020-11-22,True,False,"sbrown,rscott,rmcclure"
dmooney,lj,2020-03-04,True,True,"cantrelljeffrey,lisa70,conniebrown"
romerojodi,qvNe,2023-11-11,False,True,"bradyjose,matthewchang,hweaver"
tatewalter,sLtwlRgcCV,2023-06-29,False,True,"janetmaddox,anthony77,brandon03"
hchavez,xrHrL,2021-04-29,True,False,"okelly,lrosario,tiffany94"
seth39,FP,2021-05-27,True,True,"sjohnson,stacyrivera,jhenson"
clarkkathleen,UWQpqiwhWa,2021-06-13,True,False,"youngkrista,proctornatalie,tara86"
mckaycatherine,GKsLjk,2020-12-06,True,False,"srichardson,bethramirez,kyle96"
rvargas,VLkmk,2023-11-28,True,True,"kaitlyngordon,speters,kristen25"
garynorris,uFFCI,2021-04-14,True,True,"robert18,lyoung,paulwalsh"
nicole65,yfLGOXA,2020-12-04,False,True,"mwalters,ncarr,yolandahogan"
tsherman,EqkOH,2021-10-05,True,False,"janetmaddox,alicia61,xhall"
karasteele,pdaPOmINt,2024-04-16,False,False,"hhouston,xaguirre,dianaryan"
vanessasloan,NPtJSKOHi,2022-08-03,False,True,"granthughes,edwinmartin,millernatasha"
michaelhenry,qATy,2022-09-16,False,True,"josesilva,zacharygray,mejiacameron"
sara91,WdKi,2021-11-27,True,True,"garciawendy,daniel85,swhite"
qwilliams,pIsosxlx,2020-07-08,True,True,"jacobssarah,kristenfernandez,kelsey97"
kelleydavid,YC,2022-08-15,False,False,"shane65,cynthiaramirez,lisa45"
foxmegan,pErH,2024-04-08,False,False,"zacharygray,james69,frances12"
ethan42,rRe,2022-05-31,True,False,"toddjames,freemankristina,nataliemoreno"
davidramirez,QUZRQpPX,2020-04-02,True,False,"johnyoung,moorejames,esalas"
jason12,bbq,2020-11-15,False,True,"mooresue,jamieterry,carol29"
cbates,aExqBD,2021-09-18,False,True,"robinsondavid,juliebrown,nelsonbrady"
jennifer64,WzHZU,2023-11-14,False,False,"lpotts,harrisonrobyn,nicoledixon"
warnertraci,ECa,2022-01-17,False,True,"dpope,john17,jasonhayden"
lwheeler,rh,2021-07-17,False,True,"ariggs,ashley12,williamsjames"
ashley96,SRin,2020-11-03,False,True,"harrellkeith,ryanjohnson,alicebrown"
paul82,LHazprlU,2022-11-22,True,True,"gina98,kaitlinkhan,williamgarcia"
katherine64,ZVGsMqIidM,2022-04-09,False,True,"eugene69,smeyer,udavis"
dean90,gIpbfk,2023-08-10,True,False,"varias,alexandercarolyn,ihardy"
stoutkylie,QNbYAmJsiZ,2020-03-15,True,True,"allenwhitney,loganbrandon,housestephanie"
jbrown,QxpX,2021-12-09,False,True,"bryce10,pattersonsheryl,vcochran"
russellandre,xgKbG,2021-04-26,True,False,"zgriffin,jacksondylan,evanselaine"
pachecovictoria,dRO,2022-10-26,True,False,"amiller,hamiltonbrooke,qharmon"
ywarner,TfEZFfVN,2023-06-05,False,True,"trangel,stephanie73,xchavez"
riveratimothy,BfcrDS,2021-03-17,False,False,"saragreen,beverly49,michelle17"
alittle,iA,2021-11-06,False,True,"ustewart,rodneybecker,portersharon"
lorimendoza,ydmfZh,2023-02-14,True,True,"micheal43,keithrobertson,mccoysara"
samuel78,EHZkYbljVa,2021-02-24,True,False,"lauramitchell,erinmejia,zromero"
michaelknox,xfe,2020-04-18,False,True,"nicholasdixon,spena,mark27"
douglas83,kDDM,2022-11-05,False,False,"morganchristine,tracysmith,jfisher"
michael66,PDG,2022-03-15,False,False,"cantrellkelly,denisewilson,matthew68"
pcook,kdYAuEZIfo,2020-04-14,True,False,"zfloyd,catherinebrown,trevorgibson"
acrawford,MMZycgY,2022-03-05,False,False,"meltonmark,tgraham,debra90"
alvareztimothy,xpwMKl,2020-11-15,False,True,"buchananjonathan,jeremy08,rebeccaacosta"
gary50,tUZoq,2023-02-04,True,True,"hannahprice,wswanson,cowanbrittany"
ryan70,sBF,2023-08-07,True,True,"brandon70,nmullins,carloswilson"
juanherrera,XDpEBM,2024-04-15,True,True,"markdouglas,sherry73,zmiller"
kristin74,Yj,2020-06-03,True,True,"robertwilliams,pthompson,austinjoe"
noconnor,eojniChhkB,2020-05-08,True,False,"jennifer04,lisa99,humphreysharon"
gbentley,oDHb,2020-04-26,True,True,"virginia28,heather86,sarah53"
mwalters,xnCAOXvg,2021-03-23,True,False,"slee,hmoore,bdiaz"
davidallen,CoL,2021-01-10,False,False,"osmith,makaylaayers,margaretmartinez"
charles46,eVWJ,2022-04-19,True,True,"smithsusan,stevensonautumn,mterry"
knightlynn,yUIj,2022-05-26,False,True,"lauriebyrd,vmartin,owatts"
tayloramanda,bs,2021-02-02,False,False,"laurie40,sjohnson,simssteve"
phyllisvalentine,PlfQq,2022-05-13,False,True,"walterstracy,kristenfernandez,hortontravis"
debbie01,rIiTNP,2023-09-14,False,False,"khoward,dennis83,tlynch"
robyn00,hoKzdj,2022-10-20,True,False,"christophersanford,ngates,thomaselizabeth"
ncampbell,qH,2020-06-13,False,True,"emily98,onguyen,whouston"
juliestephens,YtbulK,2023-01-22,False,True,"rmendoza,xreyes,gburns"
gabrielledavenport,sakWrb,2020-03-09,True,True,"millerallen,jacob99,ericawatson"
clopez,QVlvcPz,2021-12-02,False,True,"banderson,chapmanann,stephanie27"
tiffany72,ppHMTa,2024-02-26,False,False,"josmith,andrew25,andersenbarbara"
robinjohnson,PHOkl,2020-09-10,True,True,"danielle42,sierrasanders,frenchcourtney"
aparker,kbf,2022-05-17,True,False,"rodriguezjennifer,jacobmoss,shannonbradshaw"
william57,UChuuy,2023-02-22,False,False,"christina33,katherine40,michael37"
benjamin37,uZ,2022-01-31,True,False,"newtonheather,shelbyhutchinson,sarahholt"
jameswilliams,UulaS,2021-10-15,False,True,"xrodriguez,banderson,vmack"
jenningsryan,PBfdj,2023-11-11,True,True,"gary11,anthony77,kimberly93"
ronaldowen,jjlAB,2021-11-12,False,False,"cory81,dennisrobinson,samantha54"
kimberlycalderon,gQoY,2023-08-07,True,True,"olevine,ryan45,taylorgeorge"
millerbenjamin,cDUWbd,2021-10-20,False,False,"kimberlyaguilar,gabriellamejia,elizabeth79"
ashleybradley,oHVlMGgBJv,2024-02-20,False,True,"david06,nmorrow,michael43"
laurie40,LMTH,2021-03-10,False,False,"benjamin37,kristinmiller,kelli95"
mccarthyannette,GPP,2022-02-08,False,True,"harmonjessica,weaverrebecca,christine56"
kmcdaniel,IjUR,2023-06-24,True,False,"rhodescarolyn,morrowbobby,simmonssamantha"
brandonhardy,TQyDTkqas,2020-06-04,True,False,"darrellanderson,quinntracy,johnweaver"
kimberly56,bfRasGDjX,2023-02-16,True,True,"zoe98,gabriellamejia,donaldsonvickie"
taylorgeorge,uxJxOxCr,2023-07-25,False,False,"carlospham,lcannon,baileypaul"
vgay,ETe,2023-03-31,True,True,"justin90,duartepatricia,qwong"
jason12,MVZg,2023-05-09,True,True,"xgonzalez,veronicaharris,hannahprice"
james70,QVmeeSTgr,2023-10-10,False,True,"jonathanjohnson,ojohnson,cynthia90"
jessicamathis,AnP,2022-05-25,True,False,"xnunez,bowmanlisa,julie65"
hahnsandra,YeXiqxyhC,2021-06-30,True,True,"johnyoung,tlopez,coopervictoria"
pmatthews,HYMnfpz,2024-04-02,False,True,"thomasheather,nicolesutton,yhanna"
brittney42,WEZwVeW,2022-05-13,False,True,"tgreen,heidibrown,nhartman"
dpatterson,jYClcN,2020-07-21,True,False,"susan40,boltonjose,jacquelinedecker"
lauren95,PpvCISS,2020-09-08,False,False,"lauriebyrd,stephaniebarajas,toddhoffman"
johnpotter,wDZDhQaBf,2021-07-24,False,False,"kara62,carlospham,jenna54"
mckaycatherine,QiYVAYCLd,2020-01-08,False,False,"garciajustin,louisjohnston,pachecovictoria"
john03,CyMHbGB,2022-07-03,True,True,"sking,michael44,burkechristopher"
williamsmichael,XWBmXVqvd,2020-11-22,False,True,"bradylarson,kristinebrown,tonyaclarke"
josmith,ZKExwEr,2023-02-07,True,True,"sean83,vholland,jasongraham"
xmills,ehKANals,2020-05-11,True,False,"ocarrillo,lopezlaurie,jtaylor"
sextonnancy,ToNhcN,2022-06-22,True,False,"sampsonmaria,wallacepaula,roymckenzie"
