UserTag,ChatId,Date,Hour,IsAdmin,MutedMentions
pamelaellison,CVLbLfObm,2020-08-03,07:01,False,True
richard79,EqqgMw,2023-03-11,10:50,True,False
morseroy,xqjlh,2023-11-04,23:53,False,True
kjones,fPpIHg,2022-05-12,18:57,True,False
leefrancisco,uOHoNfoY,2021-01-22,01:48,False,True
jmcdonald,aEexzXEMv,2020-08-01,15:01,False,False
ariana11,PwHsDCayP,2020-12-18,22:18,False,False
ashleylloyd,jsZFUCLX,2023-10-25,17:31,False,False
isabel69,WmyBIWNiZ,2020-04-29,09:32,False,True
mharris,YtGaxVKQCH,2021-05-13,23:44,False,True
kflores,FWbCvt,2022-10-24,17:51,False,False
briggsamy,PQesgQeMyk,2020-10-11,22:34,True,True
qberger,cEvuuRfw,2023-04-17,05:02,False,False
andrewroth,lDd,2021-04-02,04:20,True,True
bonnie09,WmPQkqjr,2021-07-30,01:17,True,True
owilkinson,hDvAN,2022-03-28,11:58,False,False
ywatson,ZTXjST,2023-11-10,12:35,False,False
sthompson,Qzc,2020-08-29,22:32,False,False
richard42,xfMj,2023-12-23,22:32,False,False
richardswilliam,KxJgy,2021-08-06,09:05,True,True
joshuayu,rjcjbOxM,2021-03-25,20:55,True,True
earl91,BRkbrr,2022-02-08,20:58,False,True
taylorcynthia,jXBTWblRz,2021-09-12,16:08,False,True
marcus26,xfT,2024-03-14,17:29,True,True
kimberlylawrence,CmmlNTXIPW,2023-09-05,10:12,True,False
garciafrank,IJyShYtJw,2021-06-04,01:07,True,True
fischergail,gZFd,2020-09-10,21:05,False,False
priceandrea,jmLcPCfu,2020-03-07,09:49,True,True
miguel02,jJbOsS,2023-05-28,11:53,False,False
belladam,merzuncS,2021-03-15,23:53,True,False
elizabeth28,NVLuiaV,2021-04-13,08:34,False,False
gregory02,TQhBmYts,2023-05-19,00:57,False,False
tamara48,YERLxPJg,2022-09-30,11:01,False,True
vdyer,SE,2023-10-22,05:15,True,True
hunter93,vK,2022-10-21,23:28,True,True
marthabarnes,FwGlpEFa,2023-02-10,09:44,False,True
ronalddowns,jdDLBminij,2020-03-15,19:30,False,False
gabrielle99,NpbToOu,2020-08-25,01:43,True,True
carlsontimothy,QWnmLD,2020-02-25,14:41,False,True
srodgers,dlQSvjY,2022-06-06,11:31,False,True
nbrewer,rdTMh,2020-09-12,22:15,False,True
lhoover,CJEvUt,2024-01-24,15:42,True,False
george64,JKgv,2020-07-04,17:24,False,False
jackson89,JoZuuAO,2022-03-03,19:52,True,True
alvarezjennifer,PBtyTscktp,2022-08-31,08:27,False,False
ecompton,cuOEyN,2021-09-08,20:47,False,True
westkevin,TyasSxzrTx,2020-10-07,05:11,True,False
imartin,MzMTWiDyHG,2022-11-03,10:12,False,False
dgriffin,sBtt,2022-03-02,00:04,False,False
gbennett,hwhljxGI,2023-05-21,17:22,False,False
levinejennifer,uOHoNfoY,2020-08-18,01:35,False,False
marcuscross,qg,2020-09-29,10:47,False,False
bwilliams,JEODNiSgti,2022-06-30,01:09,False,False
davidpowell,VA,2021-06-04,06:18,False,True
jennifer39,yakwIZq,2021-04-20,10:01,False,True
jon75,TkvWmiqZBI,2023-07-16,01:50,False,False
angelawall,OscoMMSG,2021-11-10,00:55,True,False
rbradley,OQYV,2022-11-03,12:34,False,False
marthabarnes,ZkdkYErjg,2020-05-31,01:25,False,False
oalvarez,WYNOeZ,2022-07-02,03:24,True,True
uevans,kLq,2021-05-13,22:15,False,True
kendraknapp,acQNKq,2021-11-14,06:48,True,True
dthompson,MzdvCuUdm,2023-06-03,08:42,False,True
bwatkins,Vlnxb,2023-12-23,13:18,True,False
rmartin,tEQftH,2020-06-17,07:15,False,True
robin02,PVEcv,2022-02-14,07:51,False,False
mcdonaldgregory,jmLcPCfu,2020-04-15,02:30,False,True
jacob41,JfeQwWbV,2020-03-27,21:49,True,True
jkemp,vXnigGsYi,2022-11-19,06:13,False,False
ocooper,DenWI,2024-04-06,10:47,True,False
benitezalexander,HUy,2024-01-16,08:00,False,True
owenstyler,UjixiLPPAe,2022-11-20,11:03,False,False
johnsonlouis,PlVyIOtlyC,2020-02-09,08:53,False,True
medinamichelle,YQgBc,2022-08-16,10:21,True,False
hollywilliamson,TGUYrWmvs,2020-07-13,23:52,False,False
susandavis,eODaFebmV,2022-06-19,05:48,False,False
garciatravis,Ll,2020-02-08,05:10,False,False
orivas,aEexzXEMv,2022-01-02,02:11,False,True
frederickhaney,tShHbKqAb,2022-11-30,08:36,False,False
hughesnathan,ARE,2024-03-29,06:57,False,True
jasmine63,zuXcRoiCJb,2022-04-08,01:08,True,False
tbell,Ra,2022-09-08,04:20,False,True
hgilbert,ICUMSSgO,2020-05-22,12:21,False,False
brandon26,uCgk,2023-10-13,07:13,False,False
andersonbenjamin,XVJixc,2022-06-28,10:49,True,True
efarmer,erXjJnRg,2021-07-14,03:35,False,True
andrelewis,NHUEVROIJq,2020-02-20,15:32,True,True
asanchez,gAEW,2021-01-21,15:28,True,True
hreyes,EDVwwKP,2020-06-25,22:00,False,False
michaeldennis,AKC,2022-03-24,02:18,True,False
brett55,gs,2023-12-01,19:47,False,True
drodriguez,wUa,2023-06-07,00:52,True,False
ewilson,mDwXpzKm,2020-10-14,22:09,False,True
johnwalters,vtTp,2020-06-30,19:30,False,True
emilyclark,lXOXB,2020-09-24,21:39,True,False
markwalker,inR,2024-02-17,20:42,True,True
william29,mfHOgmWZ,2023-04-15,13:23,False,True
jessica52,vP,2022-06-09,05:07,False,False
psmith,FWbCvt,2021-12-13,20:38,True,False
barrysharon,GUMKjJWiyL,2022-04-11,13:49,True,True
joshua40,JLYJdr,2023-07-24,16:14,False,True
austinharris,CAWhSPVST,2022-05-14,12:15,False,False
bhenry,liJMEN,2024-02-14,14:02,False,True
medinadavid,PnMvvy,2021-03-12,07:46,True,False
gcaldwell,BfYUuWym,2022-10-19,12:44,True,True
brittany26,pNwsay,2021-01-26,20:51,False,False
icummings,QwXV,2022-03-23,10:52,False,False
lawrence28,dZZdY,2022-09-07,03:25,True,True
james18,yXFZSHuj,2022-08-03,22:41,False,True
rachelrobinson,fQb,2022-07-25,23:04,True,False
ncervantes,IsWUas,2024-04-13,16:56,True,False
tfrederick,QBK,2020-02-04,09:48,False,True
herrerabrian,FPSXt,2022-05-08,00:37,False,True
gwatson,xGPKbli,2022-04-19,08:36,True,False
timothycarroll,pvgCSvx,2021-12-21,09:39,True,False
johnclark,RBvwAAibB,2021-10-31,01:46,True,False
daviesroy,tnX,2023-08-04,18:25,False,True
wchambers,enWL,2022-05-29,11:05,True,True
curtis46,UOh,2023-08-29,04:59,False,False
jameswright,Yzvir,2021-07-01,10:49,True,False
stevensdebra,fAum,2021-01-17,10:09,True,False
along,eJVth,2021-11-03,13:33,False,True
chelsea30,MvStF,2021-03-11,11:27,True,False
smithbrian,vDRI,2024-03-02,17:50,False,False
johnsjoseph,iZYs,2023-01-27,11:21,True,False
jenniferpatrick,zfydV,2020-02-24,12:00,True,True
virginianorman,xsJ,2020-04-20,18:48,True,True
mariasoto,dKnCXyaC,2022-07-03,23:31,True,True
ashleybray,FyjCcVU,2021-05-05,13:47,True,False
nathan53,WItEo,2021-11-24,04:43,False,True
ashley61,dFE,2023-05-14,08:43,False,False
mosleyrussell,nLmYuETUqW,2023-08-30,19:01,False,True
johnsjoseph,SQoUpNCKNU,2021-10-06,16:30,True,False
lmorton,idgciydxm,2020-06-08,03:53,False,True
heather40,pSVcKcRZ,2021-04-20,18:04,False,True
veronica77,UZv,2023-01-16,04:10,False,False
fisherchristopher,NYEDjdHrg,2023-06-08,14:58,True,True
shatfield,Uyl,2024-01-25,18:57,False,True
brownlori,wCUNC,2020-06-09,21:06,False,False
james10,mDE,2022-04-01,07:19,False,False
brandi05,ZahLSW,2020-04-23,07:09,True,True
uarroyo,XhrMWvoaR,2022-09-09,17:16,False,False
turnerrobert,dx,2023-06-12,09:13,False,False
riveraclaudia,AThUonZ,2021-11-26,16:55,True,True
jthomas,cjTlal,2020-07-05,12:20,False,False
roachjustin,bCrJMp,2022-03-14,16:30,False,False
michelle06,oirBTEjLYy,2022-02-13,20:41,False,False
dnorton,ICUMSSgO,2020-01-03,04:38,True,False
mhall,wdfQxZ,2023-07-20,01:51,False,False
amandajohnson,UmyuahW,2022-09-04,03:12,True,True
oherrera,WfRsa,2024-03-14,02:53,True,True
amberanderson,jwps,2020-04-15,22:02,False,True
rachelmitchell,iPtyk,2022-11-03,05:54,True,True
ygaines,QhLVDE,2020-03-01,14:35,False,False
rachelromero,ZHgH,2023-06-20,05:41,True,True
rebecca93,UaOHed,2022-02-24,01:28,True,True
parksmary,ivJ,2023-01-15,18:52,True,True
meganmclaughlin,OZoondyQ,2023-02-02,21:11,False,False
theresaponce,tde,2020-12-23,00:30,True,False
robin02,MWxF,2020-12-26,23:33,False,False
jacob41,FyjCcVU,2020-12-29,20:14,True,True
derricknovak,hokfPdCY,2023-08-03,08:53,False,False
nancyjohnson,GPMjr,2023-04-21,02:51,True,False
dfletcher,xTBQhPP,2022-01-21,02:18,False,False
whitealexander,dZZdY,2021-10-13,19:31,False,False
jacquelinekeller,hvNW,2020-03-28,13:03,False,True
davislisa,zmFhm,2020-03-23,05:20,False,True
melissa52,PnvNUDows,2022-10-25,12:27,True,True
timothyjohnson,wt,2020-08-26,08:05,False,True
phillip98,ZRj,2021-10-17,20:17,False,False
zfigueroa,JjFO,2021-01-02,06:07,True,True
schwartzjames,tCsKq,2020-12-19,14:30,True,True
hollywilliamson,TkvWmiqZBI,2020-12-02,07:43,True,False
danielle65,lDc,2021-10-03,14:39,False,False
hward,MamiSgwpPq,2021-10-09,16:54,False,True
coxdana,WKesFR,2022-10-01,12:13,False,False
johnmatthews,CTlB,2020-08-26,00:15,True,True
sandra79,tslxnPi,2020-07-09,23:44,False,False
campbelljuan,yakwIZq,2021-04-21,06:06,True,True
brenda12,BeZnzxOOJ,2020-10-16,20:07,True,True
jenniferwatson,qtJ,2020-05-25,15:43,False,False
sarahlarsen,PN,2021-02-15,00:13,False,True
lisa38,fTjOv,2020-07-20,22:02,False,True
john54,zL,2020-06-21,21:02,True,False
mataraymond,JS,2020-08-19,05:05,False,True
velazquezwalter,PPosI,2022-08-30,01:49,True,True
smithbrian,dKnCXyaC,2023-11-17,21:08,True,True
calhounpatricia,zJhgsejdBq,2021-01-02,07:45,True,True
mcfarlandryan,HRzKCwJJjZ,2022-01-10,18:47,False,False
crussell,Ba,2020-07-28,07:36,True,False
whill,skHXNuA,2023-07-23,10:03,True,False
padams,MCdzEYYDHm,2023-10-20,07:10,True,True
alicia57,LHDCajzm,2021-12-08,18:14,False,True
thomastaylor,nq,2022-01-24,09:17,False,False
silvadouglas,GOtS,2022-03-31,08:35,False,True
jasminegonzales,qXgjsA,2023-03-25,11:38,True,False
freemancharles,PUIEtjW,2021-02-27,22:40,False,False
danielle99,osPkKtBzor,2023-04-06,15:48,False,False
amyvelazquez,aAmNFnQrx,2020-06-13,15:13,True,True
scottaudrey,ItzWA,2022-02-09,19:12,False,True
ericaromero,FZCdzNpP,2024-03-28,06:57,False,False
michael07,zRXrUhlM,2021-07-15,18:33,True,True
kdawson,LnOiYYWGyW,2022-08-22,00:23,True,True
lowefernando,QoarQWaGUo,2023-02-18,00:01,False,False
alisongallegos,qFNsL,2022-07-29,07:49,False,True
echan,OhEVO,2022-01-07,18:22,False,False
huntdiane,GqA,2024-03-24,08:53,False,True
deborahreynolds,UBJWP,2022-08-10,18:29,False,True
alexander05,XwNm,2022-05-10,10:29,False,True
masonallison,rAMata,2023-11-14,16:36,True,False
frank73,BTbpihDAy,2020-01-09,08:03,False,True
jacksonfrank,KZk,2021-02-15,14:07,False,True
brandon81,dsPYUD,2023-05-18,14:04,True,True
hoconnell,wzidwZKsWn,2021-07-02,19:22,False,False
carternathaniel,EdFYxBwlQ,2021-01-06,09:57,True,True
stephaniediaz,VKiiuhy,2022-07-05,11:04,False,True
martinezkimberly,newR,2021-07-10,08:01,False,False
cassandra95,OLtPiT,2020-07-22,15:18,True,False
evanskevin,VdMyOdFozL,2023-03-06,13:17,True,False
gburton,spvVRbmP,2021-03-13,00:11,False,False
akelly,XqiqLDgo,2020-05-04,12:12,False,True
xmartinez,XSyeff,2023-02-08,17:34,True,True
danieljoel,gSp,2022-11-05,09:02,True,True
russellsamuel,CURWGLY,2023-11-09,11:36,True,False
cesar72,ZezjGo,2022-08-27,03:28,False,False
jamesanthony,PEcHYDy,2023-06-29,22:13,False,False
cynthianguyen,Euufv,2022-07-30,15:27,False,True
patricia01,rLsezfOZm,2020-07-14,23:31,False,False
jorge91,uRlBgRvu,2022-06-07,01:23,False,False
tyler47,XdXPaeU,2021-08-13,16:05,False,True
evansrussell,gVKSgkojDq,2021-08-29,11:06,True,True
gracesnyder,urMa,2022-10-10,16:42,False,False
ruthmolina,KQX,2021-05-28,01:19,False,False
haynesjessica,uvKn,2021-08-12,09:07,False,True
jacob03,zaaKzIwyK,2024-03-26,07:54,True,False
owenssarah,smjeJxMx,2021-02-23,12:28,True,False
kelly45,xFHYE,2023-03-06,08:01,False,False
andrelewis,ZrThoA,2022-09-24,01:16,False,False
steven30,FyjCcVU,2023-08-28,15:38,True,False
heather33,QvXn,2021-12-11,12:11,True,True
robertfrost,PwHsDCayP,2023-03-31,08:52,True,False
dan17,GoLuCh,2023-04-25,01:35,True,False
joseperez,vrxvI,2021-04-04,13:06,False,True
paulaphelps,JgEaRjipQ,2024-02-11,15:32,False,False
nicholas33,bet,2023-01-06,06:03,True,True
kellyramos,QjcQZ,2024-03-12,08:29,False,False
xjohnston,rkIJK,2020-05-16,19:19,False,False
martinezmichele,eVPeNi,2021-03-25,11:25,False,False
williammoody,din,2023-01-02,05:21,False,False
tgarcia,Zyi,2020-12-10,15:08,False,True
brandymiller,bcpMcdAU,2020-10-11,19:35,True,False
gregory62,JeHQ,2020-09-03,14:22,True,True
bhoward,eMv,2024-01-05,18:14,True,True
ngarrett,whpRQzxFQ,2023-08-15,03:28,False,True
jenniferwashington,CGdcVzwYSY,2023-01-20,02:34,False,False
dan17,BMIVBEL,2024-01-19,09:26,True,False
vbuckley,Ni,2020-06-02,19:50,True,True
carlsonroger,IIkDNBbQn,2023-02-06,22:27,True,True
estradaelizabeth,Ubfshu,2021-04-17,18:43,True,False
james36,KSuz,2023-06-23,03:03,True,False
boyletodd,ClMJDXLgR,2023-02-17,02:13,False,False
christophergarner,lEOZ,2024-04-15,18:48,False,False
jamesjames,YIRbb,2020-07-26,02:36,True,True
rbrown,eOeuGdYUCm,2020-10-21,02:17,False,True
jensenluis,ZMhR,2022-05-19,04:09,True,True
gabrielle99,mkn,2020-08-26,10:20,True,True
perezchristina,dEoM,2023-06-18,00:42,False,False
richardrangel,wiNBjr,2022-09-29,21:21,True,False
kcastro,zWPJlhhE,2022-12-12,13:30,False,False
laura66,cAw,2023-11-20,16:31,True,False
frank39,GOtS,2024-03-27,09:29,True,False
amberanderson,zziIaK,2020-12-07,21:15,True,True
scarter,UsPiCNDN,2024-02-01,02:58,True,True
kimberlybrown,WWcOgmHHqT,2020-08-03,05:09,True,False
katherinecarter,VSBipIcgwh,2022-08-04,07:47,True,True
tmejia,NsfzwlFLVW,2023-01-27,13:23,True,True
hoconnell,uMuSc,2021-10-30,14:29,True,True
omurphy,ypAqKF,2023-04-17,06:00,False,True
leslie18,HgUEtZ,2022-10-06,16:57,False,True
david93,yNo,2023-01-01,10:58,False,False
rebeccasmith,fefRhU,2020-03-25,05:12,True,True
rjohnson,lI,2024-03-04,12:37,False,False
kathleenmartin,NKgoO,2020-12-14,21:54,False,False
anthonybowman,lEEo,2023-04-01,06:55,True,True
matthewssteven,yRj,2023-12-30,17:47,False,True
vflores,IxPGgUmNx,2022-12-21,18:10,True,True
imitchell,rYL,2021-07-12,04:15,False,True
ejarvis,eSuhR,2023-06-05,16:48,True,False
nlynch,NElG,2024-04-03,06:12,True,False
vmarquez,GyPLnuVqRz,2020-05-23,13:45,False,False
john44,hHhuDTYS,2022-04-12,05:22,True,True
fnoble,VhlKZ,2022-06-02,06:31,False,False
ohall,eIMmfiefRR,2022-11-16,15:25,False,False
maryanderson,TAymYZEal,2023-05-17,17:09,True,False
christopher25,DOCHrFCkgm,2021-01-04,06:54,True,False
lindseyveronica,nArXzOX,2020-11-28,16:22,True,False
osantiago,yakwIZq,2023-11-17,15:06,False,False
wpearson,HDSWVzT,2021-03-26,15:13,False,True
ywheeler,Oi,2020-06-09,14:37,False,True
alejandro11,uDz,2020-12-06,09:15,False,True
xberg,Ms,2021-07-09,17:51,False,True
utownsend,ClMJDXLgR,2023-11-17,20:48,False,True
rphillips,aLqHAWzmK,2022-04-26,10:14,True,False
ffrye,VtSVJLsxbd,2023-12-27,21:05,False,False
ashley40,Kmui,2020-08-19,16:23,True,False
richardsonmelissa,ZZ,2020-12-12,07:35,True,False
robert61,HketzRm,2024-03-18,13:58,True,True
wblack,Ic,2024-03-13,12:03,True,False
alyssablack,zytdxiVhu,2023-02-07,19:59,True,True
gonzalezsteven,nDjy,2023-12-10,00:50,True,True
hesterleslie,faFkdT,2023-10-15,20:17,True,True
lweaver,RHkxrwi,2022-06-18,16:10,True,False
josebutler,vtaA,2022-04-26,19:31,True,False
hollywilliamson,EQ,2023-11-30,20:03,False,False
thale,BNOgLxDXPt,2022-02-24,20:38,False,True
bakerconnie,OidmLbaBQG,2021-06-02,19:49,False,True
rbridges,IhwF,2020-05-02,03:36,False,False
jacquelinemcgee,OZEDFMHa,2022-02-05,03:53,False,False
jenniferjones,os,2024-02-12,16:16,False,True
natalie55,MNWsUl,2021-01-04,14:38,False,True
coltonconway,arRcfjm,2021-07-11,14:50,False,False
cmills,zLovsLCPE,2022-05-01,08:37,True,True
christinaalvarado,aAmNFnQrx,2020-05-24,11:07,True,True
rebeccasoto,PFyUJ,2021-01-12,18:45,True,False
vdickson,jPp,2020-09-08,03:11,False,False
edunn,cq,2022-06-10,16:06,False,False
tyleravila,Gasuuu,2021-05-31,15:55,True,False
kimberlybrown,VUFMQXBVK,2023-09-22,01:07,False,False
nicholstodd,SUYqpM,2023-02-16,08:49,False,True
christophermanning,zrgLSnGxp,2023-12-03,05:41,False,True
lisawalters,TsHSSn,2022-08-13,19:55,False,True
hooverelizabeth,tZnSOOa,2022-10-17,13:37,True,True
tiffany96,GdoKgPmeUj,2022-08-31,19:46,False,True
michellemarshall,OS,2022-12-30,07:40,False,True
ashleybradford,wgWHg,2022-04-26,04:42,False,False
jasonodonnell,AyaSh,2023-05-13,17:40,True,True
nsaunders,kmH,2020-04-14,23:20,True,False
daniel74,IBnvuZss,2022-03-13,00:00,True,False
johnsonmary,yi,2023-05-08,14:27,False,True
manningbenjamin,JCzFMNACqd,2021-10-01,07:14,False,True
brownjackson,aMuVkMhIjG,2021-05-21,19:58,False,False
zacharybradley,aehux,2024-02-03,18:05,False,False
christopher84,lCzC,2020-09-22,04:49,False,True
robertsonkristen,vHvxiL,2023-07-21,08:54,True,True
warnermegan,HVfrHMYU,2021-05-20,12:53,False,False
rachel21,GeHgKSL,2020-06-07,08:22,True,True
nicholas32,JlxLKrI,2023-08-17,00:11,True,False
garzacassandra,TyasSxzrTx,2021-07-28,22:02,False,True
kevin52,iHyvPdonu,2022-09-26,12:09,False,True
jamespitts,TrYo,2022-06-03,01:55,False,False
jennifer71,DkokslsZIP,2023-01-19,09:10,False,False
igrant,YeoQqBHxGX,2020-11-10,08:25,False,True
gordonrichard,QlkGWfYpb,2021-07-03,23:26,True,True
jonesbrittany,pQhccEChLC,2022-02-09,12:03,False,False
lcopeland,NkfKqGzHa,2023-04-14,14:50,False,True
mark38,YzpoVd,2021-01-29,19:48,False,False
tonyaperez,VHrDLCRqzg,2023-06-05,05:45,False,True
danielreynolds,cWGaHT,2020-10-29,20:47,True,True
iarias,hbwVE,2023-01-08,09:45,False,False
lopezkristin,NeJc,2022-06-11,17:57,False,False
travis21,xaoqE,2022-09-12,01:14,False,False
abigaillopez,PkTLV,2020-09-22,01:15,True,True
scott10,UBJWP,2020-07-20,13:33,True,True
alex23,PHf,2023-02-13,15:47,False,True
osbornemichael,OXu,2020-04-23,23:12,False,True
caitlin64,TZJpDLZkld,2022-12-15,13:41,True,True
mark36,DLtXA,2023-01-21,17:15,True,True
allensarah,gEgXlR,2020-06-08,07:34,True,False
dylan47,tIUTmxVNk,2022-03-20,04:19,True,False
darrell14,zaC,2020-10-05,07:06,False,True
chenallison,fbsAROKcyQ,2020-01-02,15:16,True,False
howardamy,UZv,2023-02-20,20:02,True,True
hwalker,ojmNWGbM,2021-08-26,17:26,False,False
ochoabryan,FlpcKmFqSF,2023-12-01,20:59,True,False
cheryl13,CtkInTh,2023-03-27,12:16,True,False
rgreen,ZQruaG,2023-10-10,00:51,False,False
lauriecooley,mdDqpiIIT,2020-06-10,19:22,True,False
atate,SilvY,2020-11-14,00:43,True,True
michellemartin,tb,2023-06-07,20:45,False,False
stephanie26,jgFAHRS,2023-05-15,13:35,False,False
francoemily,QZkCiSPJDW,2023-05-18,06:27,True,False
kaylabates,Ul,2020-07-20,07:42,False,True
masonallison,FghIJ,2021-11-13,13:47,True,False
sharon11,pMfPUQek,2021-08-13,19:54,False,True
harrisonmichelle,lWvJ,2020-12-06,22:29,True,True
jefferywhitehead,Owpiic,2024-02-09,05:27,False,True
fergusonjonathan,WyKivyq,2021-08-12,10:26,True,False
montgomerychristopher,jdnx,2024-02-23,17:33,False,False
brittanywilliams,AThUonZ,2023-09-30,12:13,False,False
bryan55,hPq,2024-01-14,16:31,False,True
nsanchez,HvM,2023-07-06,03:18,False,False
sarahyang,AYL,2022-09-23,02:38,False,True
connie28,Po,2023-07-09,07:59,True,False
wdonovan,iLmwLusr,2022-06-12,03:16,False,True
ryan57,VoPyV,2022-05-09,07:14,False,True
garciafrank,JlxbvQJj,2020-09-27,09:50,False,True
martinpacheco,aehux,2023-01-25,18:11,False,True
andrewkeith,FcioHrE,2022-08-18,04:18,False,False
philip66,pWoUxZ,2023-08-23,21:53,False,True
conniecervantes,gW,2022-11-18,06:33,True,True
kellyhernandez,DtMczAP,2021-07-16,07:46,False,True
kathyrobinson,JjI,2021-11-28,03:59,False,True
jacobthompson,oFwRbPJ,2020-03-13,15:49,False,False
patriciawalsh,IovS,2021-04-17,04:47,False,False
arthurryan,UAhzop,2021-10-05,16:24,True,True
greenkelly,wb,2023-07-06,05:08,False,False
dthompson,yncxaVk,2021-05-10,19:42,False,False
richardrodriguez,qn,2020-07-02,18:05,False,False
pughkevin,gv,2023-03-18,12:42,True,True
tammy25,GVUtIAg,2020-11-04,03:03,False,True
kjohnson,gtqkj,2023-01-17,23:01,False,False
thomas65,sqi,2023-11-04,04:51,True,True
jason61,miHQHqYRXv,2020-12-03,19:18,False,False
melissa78,kne,2021-10-14,02:37,True,True
patriciajones,VeG,2021-08-19,06:10,True,False
aweaver,Kfe,2021-04-01,21:01,True,False
fgardner,whpRQzxFQ,2021-11-12,05:24,False,True
jenna20,Gmwrsbstw,2020-02-25,09:09,False,True
rosborn,ZVVc,2021-11-04,11:25,False,True
ystone,GwY,2023-07-26,13:20,True,False
opatterson,SZJNAnBdC,2021-07-08,03:37,False,True
wmartin,bkWiQ,2020-11-05,06:34,False,False
andreashelton,ngnRIPPO,2020-07-20,21:28,True,False
anthony04,WvZ,2022-07-26,03:17,False,False
jillmartin,GdnQgCfGpV,2020-10-06,17:03,True,False
slittle,DsqQy,2021-07-04,22:31,True,False
bradleyhughes,OxIH,2020-06-21,16:21,False,False
calderonkimberly,jPmTTDYD,2024-01-27,10:17,False,True
williamscarlos,XTc,2021-05-12,04:43,True,True
vbarton,fk,2022-04-12,12:36,True,True
davisluis,oeMgLOq,2021-06-15,10:01,True,True
troypearson,SslRr,2022-10-04,19:43,False,False
karenshelton,CPy,2021-01-27,17:47,False,True
wdonovan,fgicS,2020-01-25,21:47,False,True
perezlisa,dJEIQEO,2021-02-21,23:07,False,False
pjennings,QJJPqivB,2020-06-18,12:31,True,False
sbrown,GqA,2023-11-27,20:31,False,False
gjohnson,hVCsMR,2020-12-23,23:44,False,False
nhampton,hh,2022-02-20,13:44,True,True
ishields,OhMZSm,2021-05-11,03:10,True,False
luis59,LvuyRP,2022-12-17,20:22,False,False
njimenez,tzLqZvxZnQ,2020-08-07,01:23,True,True
tranangela,yRVD,2021-01-27,13:31,True,False
sdixon,xIt,2020-10-08,05:22,False,False
tara81,Rpy,2022-08-30,03:40,True,False
lowedeborah,QoarQWaGUo,2021-12-07,19:28,False,False
jonathan75,UiupC,2021-05-30,01:38,True,True
bhenry,MmbLC,2022-12-15,00:58,False,False
rsloan,edv,2021-03-17,20:59,True,False
dennismichael,QJJPqivB,2023-12-05,01:43,False,True
jenniferward,HwiuGY,2021-06-30,06:07,True,True
obowman,NOAe,2022-04-18,07:57,True,True
rosalesmaria,rKmfH,2023-11-17,08:00,True,False
christina93,qGYA,2020-04-06,11:06,True,False
erikmoody,zPaEMLfYH,2021-12-23,03:25,False,True
michaeljohnson,PEcHYDy,2023-01-01,02:03,False,False
justinsimmons,tHZWh,2021-11-24,22:23,True,True
gregory81,xhT,2020-12-31,15:52,False,True
alexandrasimmons,HJuxyYzCqi,2023-10-18,18:05,True,False
abigailscott,TxVX,2023-02-24,08:19,True,True
kimberlyvillanueva,dPFNcBUaS,2020-04-14,15:01,True,True
riley14,scQrd,2020-09-20,08:15,False,False
travismartin,wb,2023-10-27,08:44,True,False
zstewart,MenkVFMd,2023-09-08,14:16,False,True
jessicahood,HiyiBI,2021-01-04,09:08,False,True
don29,wXFIzPwY,2023-07-26,01:52,False,True
andrewroth,zra,2023-08-05,08:41,False,True
paigejenkins,UnvM,2020-11-14,01:56,True,False
twilliams,Hc,2022-05-04,00:04,False,True
lacevedo,MhYepoEA,2023-03-13,16:13,False,False
danielwright,EeO,2023-05-28,01:14,True,False
tammywallace,Kb,2021-04-05,20:49,False,True
joshuascott,jlv,2023-12-25,18:02,False,False
alicia57,jDaijz,2022-02-23,06:30,False,True
miguelmcbride,ZvoKQMGqOT,2023-06-28,05:28,True,False
karellano,Gq,2023-12-26,15:21,False,True
schwartzbrian,IE,2021-09-11,05:50,False,False
haynesjoe,mQGT,2020-04-18,19:03,True,True
gallowayjames,eWegs,2023-12-22,17:02,True,True
nicholasmanning,eLtKx,2020-11-30,13:11,False,True
kimberlysmith,gNkfu,2020-10-14,22:07,False,False
aguilarcrystal,SUYqpM,2020-01-19,10:50,False,False
westlisa,ojOl,2022-10-25,08:59,False,True
pattersonamy,QZkCiSPJDW,2023-04-03,02:30,True,False
oburgess,VEQnSMEp,2023-10-12,08:13,False,True
xberg,SfHHsDiYd,2021-05-04,01:15,True,False
victor11,lXOXB,2021-11-02,21:49,True,False
matthewwilson,BleJyzqF,2023-01-16,03:40,True,False
abenson,sYUA,2021-06-16,13:48,True,False
gregg97,NLN,2021-06-18,04:03,True,False
across,mPAaIRQBp,2022-04-26,08:39,True,True
aprilthomas,za,2022-07-05,03:41,False,False
samuel34,JfeQwWbV,2023-03-25,11:00,False,False
danielgutierrez,Yqcj,2023-12-29,02:23,True,False
loriharris,EshXZwUPqw,2022-06-17,08:23,False,True
mullenmichael,iMroOHLHnp,2020-07-28,06:36,True,True
dstewart,MyyuGyCTY,2023-12-24,08:41,False,True
danielbennett,dguRxcuM,2023-08-01,13:18,False,True
veronicamckinney,EV,2024-01-19,08:04,False,False
hernandezelizabeth,LXukWGtraJ,2023-07-03,01:05,False,True
opatterson,cWGaHT,2022-04-08,15:17,True,True
carlsontimothy,BeShrhsIYv,2023-09-24,20:28,True,True
cbaldwin,LdRSqw,2024-03-12,03:19,False,True
christopherroach,QqotYWocAs,2020-06-09,02:40,True,False
